,const,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,rooms_per_household,population_per_household,bedrooms_per_room,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
19222,1.0,-122.7,38.46,29.0,2891.0,459.0,1012.0,441.0,5.0415,6.555555555555555,2.2947845804988662,0.15876859218263575,0,0,0,0
3785,1.0,-118.38,34.16,31.0,2197.0,501.0,944.0,474.0,3.7312,4.635021097046414,1.9915611814345993,0.22803823395539372,0,0,0,0
9974,1.0,-122.44,38.57,26.0,2101.0,390.0,2171.0,360.0,3.6429,5.836111111111111,6.030555555555556,0.18562589243217514,1,0,0,0
5547,1.0,-118.4,33.96,43.0,2416.0,454.0,1028.0,409.0,5.6732,5.907090464547677,2.513447432762836,0.1879139072847682,0,0,0,0
17386,1.0,-120.44,34.97,22.0,1619.0,360.0,1509.0,384.0,1.7941,4.216145833333333,3.9296875,0.22235948116121063,0,0,0,0
1844,1.0,-122.28,37.91,38.0,2501.0,348.0,805.0,329.0,6.5576,7.601823708206687,2.4468085106382977,0.13914434226309477,0,0,1,0
12194,1.0,-117.29,33.63,7.0,16010.0,2726.0,7139.0,2426.0,3.8056,6.599340478153339,2.9427040395713107,0.1702685821361649,0,0,0,0
911,1.0,-122.01,37.54,32.0,2572.0,406.0,1128.0,395.0,5.0,6.511392405063291,2.8556962025316457,0.1578538102643857,0,0,1,0
12457,1.0,-114.58,33.63,29.0,1387.0,236.0,671.0,239.0,3.3438,5.803347280334728,2.807531380753138,0.17015140591204037,1,0,0,0
264,1.0,-122.21,37.78,44.0,1729.0,414.0,1240.0,393.0,2.3125,4.399491094147582,3.1552162849872776,0.23944476576055523,0,0,1,0
9963,1.0,-122.24,38.31,38.0,1938.0,301.0,823.0,285.0,6.1089,6.8,2.887719298245614,0.15531475748194015,0,0,1,0
16894,1.0,-122.38,37.58,52.0,2039.0,299.0,772.0,303.0,6.471,6.729372937293729,2.547854785478548,0.14664051005394801,0,0,0,1
16303,1.0,-121.35,38.0,6.0,1649.0,369.0,732.0,350.0,3.4231,4.711428571428572,2.0914285714285716,0.22377198302001214,1,0,0,0
5916,1.0,-118.44,34.28,46.0,11.0,11.0,24.0,13.0,2.875,0.8461538461538461,1.8461538461538463,1.0,0,0,0,0
17103,1.0,-122.23,37.45,34.0,4177.0,723.0,1586.0,660.0,5.0457,6.328787878787879,2.403030303030303,0.1730907349772564,0,0,0,1
14758,1.0,-117.05,32.56,22.0,2172.0,563.0,2049.0,524.0,2.0159,4.145038167938932,3.9103053435114505,0.25920810313075504,0,0,0,1
3747,1.0,-118.41,34.17,35.0,2027.0,428.0,879.0,402.0,4.692,5.04228855721393,2.1865671641791047,0.21114948199309325,0,0,0,0
13625,1.0,-117.26,34.11,33.0,1210.0,288.0,850.0,238.0,1.2171,5.084033613445378,3.5714285714285716,0.23801652892561984,1,0,0,0
9673,1.0,-118.45,37.7,15.0,2199.0,453.0,899.0,347.0,2.35,6.337175792507205,2.590778097982709,0.20600272851296045,1,0,0,0
9951,1.0,-122.4,38.41,20.0,4867.0,1015.0,1725.0,1015.0,2.5685,4.7950738916256155,1.6995073891625616,0.2085473597698788,1,0,0,0
477,1.0,-122.27,37.86,49.0,2052.0,435.0,924.0,414.0,2.5417,4.956521739130435,2.2318840579710146,0.21198830409356725,0,0,1,0
10550,1.0,-117.69,33.65,16.0,5805.0,852.0,2356.0,795.0,6.1062,7.30188679245283,2.963522012578616,0.1467700258397933,0,0,0,0
9113,1.0,-118.21,34.56,12.0,2472.0,408.0,1048.0,380.0,4.7097,6.505263157894737,2.7578947368421054,0.1650485436893204,1,0,0,0
3005,1.0,-119.07,35.27,25.0,3081.0,635.0,1830.0,591.0,2.5804,5.213197969543147,3.0964467005076144,0.20610191496267447,1,0,0,0
4362,1.0,-118.37,34.08,52.0,1466.0,254.0,600.0,253.0,5.7524,5.794466403162056,2.3715415019762847,0.17326057298772168,0,0,0,0
3840,1.0,-118.44,34.18,36.0,2077.0,496.0,1206.0,528.0,2.2326,3.933712121212121,2.284090909090909,0.23880597014925373,0,0,0,0
15164,1.0,-117.02,32.95,25.0,1909.0,334.0,1043.0,322.0,3.7784,5.928571428571429,3.239130434782609,0.1749607124148769,0,0,0,0
5233,1.0,-118.24,33.94,39.0,1215.0,273.0,1211.0,265.0,1.7212,4.584905660377358,4.569811320754717,0.22469135802469137,0,0,0,0
162,1.0,-122.24,37.81,52.0,2513.0,502.0,1048.0,518.0,3.675,4.851351351351352,2.023166023166023,0.19976124154397135,0,0,1,0
3282,1.0,-122.79,39.09,20.0,1798.0,395.0,685.0,331.0,1.625,5.43202416918429,2.069486404833837,0.21968854282536152,1,0,0,0
1706,1.0,-122.32,37.95,37.0,1887.0,353.0,895.0,359.0,4.45,5.256267409470752,2.4930362116991645,0.18706942236354002,0,0,1,0
14014,1.0,-117.18,32.75,36.0,2282.0,534.0,918.0,531.0,2.7222,4.297551789077213,1.728813559322034,0.23400525854513585,0,0,0,1
9130,1.0,-118.03,34.58,4.0,9849.0,1780.0,4546.0,1598.0,4.0729,6.163329161451815,2.8448060075093866,0.1807290080211189,1,0,0,0
11696,1.0,-117.99,33.89,21.0,5195.0,1020.0,2539.0,988.0,4.5033,5.258097165991903,2.5698380566801617,0.19634263715110684,0,0,0,0
15365,1.0,-117.19,33.34,15.0,3310.0,488.0,1104.0,460.0,6.1009,7.195652173913044,2.4,0.1474320241691843,0,0,0,0
14487,1.0,-117.25,32.86,25.0,2911.0,533.0,1137.0,499.0,5.1023,5.833667334669339,2.278557114228457,0.18309859154929578,0,0,0,1
13245,1.0,-117.65,34.12,17.0,3006.0,427.0,1291.0,406.0,6.2083,7.403940886699507,3.1798029556650245,0.14204923486360613,1,0,0,0
16402,1.0,-121.2,37.97,39.0,440.0,83.0,270.0,97.0,6.0582,4.536082474226804,2.783505154639175,0.18863636363636363,1,0,0,0
5806,1.0,-118.26,34.14,29.0,3431.0,1222.0,4094.0,1205.0,2.2614,2.8473029045643155,3.3975103734439833,0.3561643835616438,0,0,0,0
10582,1.0,-117.81,33.73,17.0,1063.0,189.0,363.0,183.0,2.1719,5.808743169398907,1.9836065573770492,0.17779868297271872,0,0,0,0
16032,1.0,-122.45,37.72,47.0,1773.0,345.0,1083.0,315.0,4.475,5.628571428571429,3.4380952380952383,0.19458544839255498,0,0,1,0
474,1.0,-122.28,37.86,52.0,2031.0,450.0,958.0,445.0,1.9327,4.564044943820225,2.152808988764045,0.22156573116691286,0,0,1,0
1518,1.0,-122.07,37.92,26.0,3872.0,739.0,1629.0,684.0,4.4312,5.6608187134502925,2.3815789473684212,0.19085743801652894,0,0,1,0
6958,1.0,-118.06,34.0,34.0,5002.0,917.0,2597.0,893.0,3.9243,5.601343784994401,2.908174692049272,0.1833266693322671,0,0,0,0
7357,1.0,-118.17,33.96,25.0,3297.0,1066.0,5027.0,1041.0,2.2817,3.1671469740634004,4.8290105667627286,0.32332423415225964,0,0,0,0
1875,1.0,-119.98,38.96,25.0,2443.0,444.0,868.0,342.0,3.5417,7.143274853801169,2.538011695906433,0.18174375767498976,1,0,0,0
13794,1.0,-117.5,34.66,20.0,1319.0,309.0,486.0,196.0,2.0184,6.729591836734694,2.479591836734694,0.23426838514025777,1,0,0,0
6579,1.0,-118.19,34.2,41.0,2031.0,294.0,859.0,302.0,7.419,6.725165562913907,2.8443708609271523,0.1447562776957164,0,0,0,0
19898,1.0,-119.25,36.27,23.0,1494.0,275.0,678.0,235.0,2.6875,6.357446808510638,2.8851063829787233,0.18406961178045517,1,0,0,0
18442,1.0,-121.82,37.25,24.0,3344.0,531.0,1768.0,541.0,5.8305,6.181146025878004,3.268022181146026,0.15879186602870812,0,0,0,0
6285,1.0,-117.93,34.04,23.0,6361.0,1168.0,4580.0,1109.0,4.9342,5.735798016230839,4.129846708746618,0.18361892784153436,0,0,0,0
6640,1.0,-118.15,34.16,52.0,1925.0,597.0,2258.0,594.0,1.6921,3.240740740740741,3.8013468013468015,0.31012987012987014,0,0,0,0
16379,1.0,-121.3,38.02,16.0,2717.0,621.0,3343.0,643.0,2.5473,4.2255054432348365,5.199066874027994,0.22856091277143908,1,0,0,0
17626,1.0,-121.94,37.25,16.0,3942.0,749.0,1894.0,737.0,5.2894,5.348710990502036,2.569877883310719,0.1900050735667174,0,0,0,0
14466,1.0,-117.24,32.82,20.0,2467.0,332.0,731.0,335.0,7.2559,7.364179104477612,2.182089552238806,0.1345764085934333,0,0,0,1
8213,1.0,-118.18,33.79,20.0,1255.0,360.0,1201.0,318.0,1.2206,3.9465408805031448,3.7767295597484276,0.2868525896414343,0,0,0,1
17002,1.0,-122.25,37.56,19.0,7976.0,1406.0,3437.0,1338.0,5.6396,5.961136023916293,2.5687593423019432,0.17627883650952858,0,0,1,0
1955,1.0,-120.76,38.76,21.0,3509.0,606.0,1576.0,564.0,2.6392,6.221631205673759,2.7943262411347516,0.17269877457965233,1,0,0,0
340,1.0,-122.18,37.75,46.0,941.0,218.0,621.0,195.0,1.325,4.825641025641025,3.1846153846153844,0.2316684378320935,0,0,1,0
7428,1.0,-118.21,33.95,32.0,1116.0,328.0,1265.0,302.0,2.295,3.6953642384105962,4.188741721854305,0.2939068100358423,0,0,0,0
6911,1.0,-117.95,33.97,33.0,1113.0,145.0,424.0,137.0,8.3474,8.124087591240876,3.0948905109489053,0.1302785265049416,0,0,0,0
12355,1.0,-116.54,33.8,22.0,6050.0,1387.0,1432.0,890.0,2.2216,6.797752808988764,1.6089887640449438,0.22925619834710745,1,0,0,0
9333,1.0,-122.64,38.01,36.0,1199.0,232.0,551.0,229.0,3.7321,5.235807860262009,2.406113537117904,0.19349457881567975,0,0,0,1
13949,1.0,-117.21,34.22,31.0,5454.0,1053.0,1408.0,504.0,5.0,10.821428571428571,2.7936507936507935,0.19306930693069307,1,0,0,0
9919,1.0,-122.32,38.33,17.0,851.0,118.0,370.0,123.0,5.0877,6.91869918699187,3.008130081300813,0.13866039952996476,0,0,1,0
13322,1.0,-117.65,34.06,41.0,1171.0,334.0,1479.0,334.0,2.25,3.5059880239520957,4.42814371257485,0.2852263023057216,1,0,0,0
12929,1.0,-121.21,38.66,15.0,6940.0,1019.0,2829.0,990.0,5.4889,7.01010101010101,2.8575757575757574,0.1468299711815562,1,0,0,0
17979,1.0,-121.95,37.32,33.0,726.0,168.0,351.0,147.0,3.1458,4.938775510204081,2.3877551020408165,0.23140495867768596,0,0,0,0
13558,1.0,-117.32,34.1,42.0,801.0,176.0,711.0,183.0,1.8681,4.377049180327869,3.8852459016393444,0.21972534332084895,1,0,0,0
10925,1.0,-117.89,33.75,31.0,1205.0,280.0,1476.0,301.0,4.0231,4.003322259136213,4.903654485049834,0.23236514522821577,0,0,0,0
8349,1.0,-118.33,33.94,31.0,3757.0,1102.0,3288.0,964.0,1.9309,3.8973029045643153,3.4107883817427385,0.29331913760979506,0,0,0,0
6636,1.0,-118.16,34.15,17.0,821.0,163.0,229.0,164.0,7.3715,5.0060975609756095,1.396341463414634,0.19853836784409257,0,0,0,0
17817,1.0,-121.83,37.4,27.0,1145.0,150.0,492.0,160.0,5.716,7.15625,3.075,0.13100436681222707,0,0,0,0
10234,1.0,-117.91,33.86,26.0,2296.0,570.0,1415.0,527.0,2.4732,4.35673624288425,2.685009487666034,0.24825783972125434,0,0,0,0
11489,1.0,-118.01,33.7,24.0,3856.0,567.0,1741.0,588.0,7.248,6.557823129251701,2.9608843537414966,0.1470435684647303,0,0,0,0
15878,1.0,-122.41,37.75,52.0,1678.0,386.0,1220.0,357.0,2.5809,4.700280112044818,3.4173669467787113,0.2300357568533969,0,0,1,0
14457,1.0,-117.27,32.82,35.0,2908.0,595.0,1068.0,529.0,4.1793,5.497164461247637,2.01890359168242,0.2046079779917469,0,0,0,1
3502,1.0,-118.44,34.27,36.0,1111.0,275.0,1333.0,266.0,3.5347,4.176691729323308,5.011278195488722,0.24752475247524752,0,0,0,0
6026,1.0,-117.74,34.07,42.0,2504.0,553.0,1550.0,509.0,3.0294,4.919449901768173,3.045186640471513,0.22084664536741214,1,0,0,0
3873,1.0,-118.54,34.22,35.0,1664.0,300.0,1000.0,309.0,4.6731,5.385113268608414,3.236245954692557,0.18028846153846154,0,0,0,0
2047,1.0,-119.72,36.72,15.0,1713.0,246.0,766.0,232.0,6.8162,7.383620689655173,3.3017241379310347,0.1436077057793345,1,0,0,0
4411,1.0,-118.25,34.09,52.0,104.0,20.0,32.0,17.0,3.75,6.117647058823529,1.8823529411764706,0.19230769230769232,0,0,0,0
18631,1.0,-121.96,37.03,17.0,1343.0,203.0,511.0,185.0,4.625,7.2594594594594595,2.7621621621621624,0.15115413253909157,0,0,0,1
20533,1.0,-121.67,38.54,13.0,6141.0,1019.0,2553.0,967.0,4.2432,6.350568769389866,2.640124095139607,0.16593388698908973,1,0,0,0
11805,1.0,-121.32,38.89,9.0,5927.0,1269.0,3369.0,1176.0,2.8194,5.039965986394558,2.864795918367347,0.21410494347899442,1,0,0,0
2964,1.0,-119.05,35.34,17.0,2387.0,437.0,1204.0,423.0,4.0529,5.643026004728132,2.8463356973995273,0.18307498952660242,1,0,0,0
18452,1.0,-121.78,37.24,17.0,2123.0,341.0,1067.0,339.0,6.0062,6.262536873156342,3.1474926253687316,0.16062176165803108,0,0,0,0
14036,1.0,-117.14,32.75,29.0,1961.0,565.0,1002.0,569.0,2.2813,3.4463971880492092,1.7609841827768014,0.28811830698623153,0,0,0,1
2919,1.0,-119.04,35.37,46.0,1637.0,338.0,714.0,297.0,2.1818,5.511784511784512,2.404040404040404,0.2064752596212584,1,0,0,0
13827,1.0,-117.2,34.48,7.0,4998.0,953.0,2764.0,891.0,3.205,5.609427609427609,3.102132435465769,0.1906762705082033,1,0,0,0
18110,1.0,-122.03,37.31,19.0,2885.0,859.0,1520.0,784.0,3.375,3.67984693877551,1.9387755102040816,0.2977469670710572,0,0,0,0
5482,1.0,-118.46,33.99,41.0,885.0,285.0,562.0,268.0,3.1992,3.3022388059701493,2.0970149253731343,0.3220338983050847,0,0,0,0
6614,1.0,-118.1,34.17,46.0,1774.0,315.0,753.0,330.0,4.7241,5.375757575757576,2.2818181818181817,0.17756482525366404,1,0,0,0
7928,1.0,-118.08,33.85,22.0,1055.0,204.0,682.0,216.0,6.0,4.8842592592592595,3.1574074074074074,0.1933649289099526,0,0,0,0
19124,1.0,-122.65,38.24,49.0,3273.0,579.0,1431.0,539.0,4.275,6.072356215213358,2.654916512059369,0.1769019248395967,0,0,0,0
19470,1.0,-120.99,37.67,16.0,568.0,124.0,307.0,116.0,2.1518,4.896551724137931,2.646551724137931,0.21830985915492956,1,0,0,0
12053,1.0,-117.56,33.88,40.0,1196.0,294.0,1052.0,258.0,2.0682,4.635658914728682,4.077519379844961,0.24581939799331104,1,0,0,0
10533,1.0,-117.68,33.51,4.0,2428.0,401.0,959.0,386.0,6.2661,6.290155440414508,2.4844559585492227,0.16515650741350907,0,0,0,0
12895,1.0,-121.33,38.65,24.0,3533.0,741.0,1496.0,723.0,2.8106,4.8865836791148,2.0691562932226835,0.20973676761958676,1,0,0,0
4380,1.0,-118.27,34.09,52.0,2327.0,555.0,1048.0,491.0,3.7847,4.739307535641548,2.134419551934827,0.238504512247529,0,0,0,0
4554,1.0,-118.24,34.06,8.0,1204.0,552.0,1074.0,517.0,1.0227,2.3288201160541586,2.0773694390715667,0.4584717607973422,0,0,0,0
6580,1.0,-118.19,34.21,41.0,1602.0,228.0,680.0,225.0,6.553,7.12,3.022222222222222,0.14232209737827714,0,0,0,0
12124,1.0,-117.24,33.94,15.0,1569.0,423.0,1123.0,369.0,1.6111,4.252032520325203,3.043360433604336,0.2695984703632887,1,0,0,0
14405,1.0,-117.28,32.77,38.0,1267.0,340.0,442.0,250.0,4.3403,5.068,1.768,0.26835043409629045,0,0,0,1
6255,1.0,-117.95,34.03,33.0,1453.0,326.0,1609.0,319.0,3.7578,4.554858934169279,5.043887147335423,0.22436338609772882,0,0,0,0
16131,1.0,-122.48,37.79,52.0,4683.0,1055.0,2246.0,975.0,4.1148,4.803076923076923,2.3035897435897437,0.2252829382874226,0,0,1,0
12127,1.0,-117.25,33.92,7.0,9812.0,1914.0,5595.0,1729.0,4.1482,5.674956622325043,3.2359745517640253,0.19506726457399104,1,0,0,0
14922,1.0,-116.98,32.62,6.0,7995.0,1458.0,4771.0,1376.0,4.7068,5.81031976744186,3.467296511627907,0.1823639774859287,0,0,0,1
7027,1.0,-118.09,33.96,36.0,1116.0,229.0,719.0,233.0,3.425,4.789699570815451,3.0858369098712446,0.20519713261648745,0,0,0,0
3400,1.0,-118.35,34.28,30.0,3214.0,513.0,1700.0,533.0,4.6944,6.030018761726079,3.189493433395872,0.15961418792781581,0,0,0,0
10372,1.0,-117.65,33.63,16.0,3388.0,425.0,1395.0,427.0,8.4471,7.934426229508197,3.2669789227166275,0.12544273907910272,0,0,0,0
20520,1.0,-121.53,38.58,35.0,1316.0,321.0,732.0,336.0,2.1213,3.9166666666666665,2.1785714285714284,0.2439209726443769,1,0,0,0
14183,1.0,-117.07,32.71,39.0,2754.0,652.0,2263.0,619.0,2.2454,4.449111470113086,3.655896607431341,0.23674655047204066,0,0,0,1
17216,1.0,-119.71,34.43,48.0,2408.0,536.0,1005.0,497.0,3.5213,4.845070422535211,2.022132796780684,0.22259136212624583,0,0,0,0
342,1.0,-122.18,37.75,45.0,990.0,261.0,901.0,260.0,2.1731,3.8076923076923075,3.4653846153846155,0.2636363636363636,0,0,1,0
3520,1.0,-118.49,34.27,34.0,4877.0,815.0,2521.0,781.0,5.5714,6.2445582586427655,3.2279129321382842,0.1671109288497027,0,0,0,0
19105,1.0,-122.65,38.27,9.0,4764.0,816.0,2077.0,755.0,5.1391,6.3099337748344375,2.750993377483444,0.1712846347607053,0,0,0,0
5637,1.0,-118.3,33.75,19.0,2356.0,440.0,1291.0,418.0,4.2308,5.636363636363637,3.088516746411483,0.1867572156196944,0,0,0,0
14908,1.0,-117.05,32.62,34.0,3928.0,686.0,2315.0,681.0,4.2851,5.767988252569751,3.3994126284875184,0.17464358452138493,0,0,0,1
10851,1.0,-117.9,33.66,22.0,3568.0,938.0,1952.0,938.0,3.1667,3.8038379530916844,2.0810234541577826,0.26289237668161436,0,0,0,0
15550,1.0,-117.08,33.11,28.0,2094.0,585.0,1556.0,563.0,2.2,3.719360568383659,2.763765541740675,0.2793696275071633,0,0,0,0
12049,1.0,-117.56,33.88,36.0,838.0,210.0,722.0,180.0,2.4861,4.655555555555556,4.011111111111111,0.25059665871121717,1,0,0,0
18528,1.0,-122.04,36.96,44.0,1294.0,269.0,645.0,259.0,3.2437,4.996138996138996,2.4903474903474905,0.20788253477588872,0,0,0,1
5017,1.0,-118.33,34.0,47.0,825.0,187.0,416.0,173.0,2.3333,4.76878612716763,2.4046242774566475,0.22666666666666666,0,0,0,0
9298,1.0,-122.56,38.03,34.0,1887.0,290.0,815.0,283.0,6.5249,6.667844522968198,2.8798586572438163,0.15368309485956544,0,0,1,0
13920,1.0,-115.52,34.22,30.0,540.0,136.0,122.0,63.0,1.3333,8.571428571428571,1.9365079365079365,0.2518518518518518,1,0,0,0
16169,1.0,-122.55,37.79,32.0,2131.0,625.0,1229.0,572.0,2.9201,3.7255244755244754,2.1486013986013988,0.29328953542937586,0,0,0,1
15577,1.0,-116.88,33.02,16.0,3204.0,541.0,1818.0,529.0,5.2596,6.056710775047259,3.436672967863894,0.16885143570536829,0,0,0,0
6148,1.0,-117.97,34.1,33.0,1558.0,316.0,1600.0,338.0,2.9712,4.609467455621302,4.733727810650888,0.20282413350449294,1,0,0,0
2683,1.0,-115.54,32.99,17.0,1697.0,268.0,911.0,254.0,4.3523,6.681102362204724,3.5866141732283463,0.15792575132586917,1,0,0,0
17948,1.0,-121.96,37.34,42.0,2001.0,402.0,942.0,375.0,4.4453,5.336,2.512,0.20089955022488756,0,0,0,0
19563,1.0,-120.95,37.59,29.0,1727.0,439.0,1063.0,386.0,1.8929,4.474093264248705,2.7538860103626943,0.254198031268095,1,0,0,0
14375,1.0,-117.25,32.72,36.0,2632.0,450.0,2038.0,419.0,6.5319,6.281622911694511,4.863961813842482,0.17097264437689969,0,0,0,1
3424,1.0,-118.42,34.27,35.0,674.0,153.0,808.0,173.0,2.6667,3.8959537572254335,4.670520231213873,0.22700296735905046,0,0,0,0
12439,1.0,-116.18,33.67,25.0,2888.0,654.0,2940.0,660.0,2.2141,4.375757575757576,4.454545454545454,0.22645429362880887,1,0,0,0
3198,1.0,-119.65,36.37,4.0,3725.0,783.0,1478.0,600.0,3.5486,6.208333333333333,2.4633333333333334,0.2102013422818792,1,0,0,0
16844,1.0,-122.43,37.63,34.0,4135.0,687.0,2154.0,742.0,4.9732,5.57277628032345,2.9029649595687332,0.16614268440145102,0,0,0,1
245,1.0,-122.21,37.78,43.0,1702.0,460.0,1227.0,407.0,1.7188,4.181818181818182,3.0147420147420148,0.2702702702702703,0,0,1,0
20052,1.0,-119.19,35.96,25.0,2014.0,402.0,1160.0,362.0,1.881,5.56353591160221,3.2044198895027622,0.19960278053624628,1,0,0,0
2455,1.0,-119.73,36.56,32.0,1513.0,272.0,1038.0,272.0,3.0469,5.5625,3.8161764705882355,0.1797752808988764,1,0,0,0
8334,1.0,-118.31,33.94,44.0,1854.0,367.0,976.0,335.0,3.6583,5.534328358208955,2.9134328358208954,0.19795037756202805,0,0,0,0
8923,1.0,-118.49,34.01,28.0,651.0,252.0,333.0,174.0,1.9722,3.7413793103448274,1.9137931034482758,0.3870967741935484,0,0,0,0
1197,1.0,-121.65,39.32,40.0,812.0,154.0,374.0,142.0,2.7891,5.71830985915493,2.6338028169014085,0.1896551724137931,1,0,0,0
14669,1.0,-117.12,32.78,4.0,2782.0,817.0,1309.0,787.0,4.2621,3.5349428208386278,1.6632782719186785,0.29367361610352266,0,0,0,1
8827,1.0,-118.36,34.1,37.0,7097.0,2010.0,2913.0,1939.0,2.875,3.6601340897369776,1.5023207839092316,0.28321826123714244,0,0,0,0
7687,1.0,-118.1,33.95,34.0,3635.0,781.0,2171.0,720.0,3.7308,5.048611111111111,3.015277777777778,0.21485557083906465,0,0,0,0
13082,1.0,-121.37,38.57,16.0,3895.0,896.0,1762.0,855.0,2.6635,4.555555555555555,2.0608187134502924,0.2300385109114249,1,0,0,0
16507,1.0,-121.11,37.74,11.0,3886.0,599.0,1605.0,529.0,4.4213,7.34593572778828,3.0340264650283553,0.1541430777148739,1,0,0,0
8243,1.0,-118.18,33.78,17.0,1419.0,436.0,1300.0,360.0,2.0769,3.941666666666667,3.611111111111111,0.3072586328400282,0,0,0,1
20040,1.0,-118.99,36.07,21.0,983.0,165.0,672.0,169.0,2.975,5.816568047337278,3.9763313609467454,0.167853509664293,1,0,0,0
3276,1.0,-122.91,39.05,27.0,789.0,208.0,295.0,108.0,3.7667,7.305555555555555,2.7314814814814814,0.26362484157160965,1,0,0,0
3994,1.0,-118.57,34.17,35.0,2072.0,318.0,908.0,342.0,6.0928,6.058479532163743,2.654970760233918,0.15347490347490347,0,0,0,0
8983,1.0,-118.43,33.99,45.0,2092.0,451.0,1190.0,429.0,3.8021,4.876456876456876,2.773892773892774,0.2155831739961759,0,0,0,0
19187,1.0,-122.66,38.45,26.0,2081.0,339.0,906.0,323.0,4.4375,6.442724458204334,2.804953560371517,0.16290245074483423,0,0,0,0
12443,1.0,-115.22,33.54,18.0,1706.0,397.0,3424.0,283.0,1.625,6.028268551236749,12.098939929328623,0.23270808909730364,1,0,0,0
3447,1.0,-118.42,34.24,17.0,2049.0,548.0,2243.0,541.0,2.525,3.7874306839186693,4.146025878003697,0.2674475353831137,0,0,0,0
7511,1.0,-118.27,33.87,21.0,6108.0,1130.0,3244.0,1113.0,4.2768,5.487870619946092,2.914645103324349,0.18500327439423706,0,0,0,0
20155,1.0,-119.23,34.42,16.0,630.0,117.0,343.0,100.0,5.75,6.3,3.43,0.18571428571428572,0,0,0,0
19556,1.0,-121.0,37.61,36.0,2647.0,604.0,2045.0,550.0,2.273,4.8127272727272725,3.7181818181818183,0.22818284850774462,1,0,0,0
2368,1.0,-119.56,36.71,37.0,1609.0,374.0,1173.0,344.0,2.181,4.6773255813953485,3.4098837209302326,0.2324425108763207,1,0,0,0
2007,1.0,-119.79,36.75,33.0,3161.0,934.0,3530.0,846.0,1.123,3.7364066193853427,4.1725768321513,0.2954761151534325,1,0,0,0
4013,1.0,-118.6,34.16,32.0,3999.0,667.0,1628.0,631.0,6.0794,6.337559429477021,2.5800316957210776,0.16679169792448112,0,0,0,0
18277,1.0,-122.07,37.35,35.0,1447.0,205.0,619.0,206.0,9.8144,7.024271844660194,3.004854368932039,0.14167242570836214,0,0,0,0
19888,1.0,-119.16,36.28,18.0,2377.0,414.0,1359.0,424.0,4.4,5.606132075471698,3.205188679245283,0.17416912074042912,1,0,0,0
10939,1.0,-117.89,33.73,32.0,728.0,134.0,837.0,135.0,4.0769,5.392592592592592,6.2,0.18406593406593408,0,0,0,0
20110,1.0,-120.2,37.84,9.0,13670.0,2453.0,2811.0,1193.0,3.2589,11.458507963118189,2.3562447611064545,0.17944403803950257,1,0,0,0
7342,1.0,-118.14,33.97,31.0,1161.0,267.0,1175.0,282.0,3.0114,4.117021276595745,4.166666666666667,0.22997416020671835,0,0,0,0
2532,1.0,-122.19,39.5,23.0,462.0,97.0,261.0,90.0,2.1705,5.133333333333334,2.9,0.20995670995670995,1,0,0,0
17776,1.0,-121.84,37.38,34.0,762.0,182.0,611.0,193.0,3.5625,3.948186528497409,3.1658031088082903,0.2388451443569554,0,0,0,0
13649,1.0,-117.32,34.07,26.0,971.0,245.0,592.0,207.0,2.1125,4.690821256038648,2.859903381642512,0.25231719876416064,1,0,0,0
8291,1.0,-118.15,33.76,36.0,2916.0,785.0,1183.0,749.0,3.5985,3.8931909212283045,1.5794392523364487,0.26920438957475995,0,0,0,1
12877,1.0,-121.37,38.66,17.0,4866.0,1056.0,2371.0,1030.0,2.4574,4.724271844660194,2.3019417475728154,0.21701602959309493,1,0,0,0
11054,1.0,-117.86,33.78,25.0,2635.0,660.0,1710.0,634.0,3.125,4.15615141955836,2.697160883280757,0.2504743833017078,0,0,0,0
16789,1.0,-122.46,37.66,15.0,6082.0,1284.0,3861.0,1198.0,5.4221,5.076794657762938,3.2228714524207014,0.2111147648799737,0,0,0,1
11277,1.0,-117.96,33.8,33.0,1984.0,420.0,1119.0,387.0,3.4821,5.126614987080103,2.891472868217054,0.21169354838709678,0,0,0,0
5416,1.0,-118.44,34.02,32.0,2242.0,490.0,921.0,461.0,4.0429,4.863340563991323,1.997830802603037,0.21855486173059768,0,0,0,0
14586,1.0,-117.19,32.84,35.0,2263.0,427.0,1001.0,408.0,3.875,5.546568627450981,2.4534313725490198,0.18868758285461776,0,0,0,1
9004,1.0,-118.6,34.13,20.0,14291.0,1934.0,5452.0,1875.0,9.1232,7.621866666666667,2.9077333333333333,0.13532992792666712,0,0,0,0
18208,1.0,-122.05,37.39,25.0,347.0,82.0,148.0,77.0,4.4531,4.5064935064935066,1.922077922077922,0.23631123919308358,0,0,0,0
18691,1.0,-121.77,36.96,20.0,4228.0,816.0,2389.0,844.0,3.525,5.009478672985782,2.830568720379147,0.19299905392620625,0,0,0,0
8378,1.0,-118.35,33.95,42.0,1779.0,431.0,1507.0,380.0,2.8892,4.681578947368421,3.9657894736842105,0.24227093872962338,0,0,0,0
4561,1.0,-118.25,34.06,52.0,174.0,66.0,249.0,57.0,1.7763,3.0526315789473686,4.368421052631579,0.3793103448275862,0,0,0,0
14843,1.0,-117.08,32.69,36.0,1571.0,284.0,1001.0,268.0,3.6875,5.861940298507463,3.735074626865672,0.18077657542966263,0,0,0,1
