,id,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,dti,delinq_2yrs,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,out_prncp,tot_cur_bal,bc_util,inq_last_6mths,pct_tl_nvr_dlq,total_acc,acc_now_delinq,tot_coll_amt,loan_length,term_num,weights,outcome,cr_hist,train
271416,24034594,10500.0,10500.0, 36 months,10.15,339.55,B,< 1 year,OWN,24000.0,Not Verified,2014-09-01,other,19.0,0.0,2007-08-01,8.0,0.0,10546.0,74.8,0.0,19281.0,94.4,0.0,100.0,8.0,0.0,0.0,12.977679213125526,36,1,False,85.0284400090351,False
91484,5445723,18000.0,18000.0, 60 months,16.29,440.51,C,10+ years,MORTGAGE,51000.0,Verified,2013-06-01,debt_consolidation,32.49,0.0,2000-03-01,21.0,0.0,39308.0,48.5,0.0,75453.0,23.9,2.0,100.0,38.0,0.0,0.0,6.012443787346763,60,1,False,159.01763896589253,True
297852,20731126,21000.0,21000.0, 60 months,13.98,488.42,C,10+ years,MORTGAGE,85000.0,Source Verified,2014-07-01,debt_consolidation,20.06,0.0,1994-06-01,14.0,0.0,41995.0,70.6,0.0,207944.0,81.4,0.0,100.0,32.0,0.0,0.0,11.992032690609664,60,3,True,240.99057475512845,True
102081,4536455,35000.0,35000.0, 36 months,18.49,1273.96,D,6 years,OWN,152000.0,Verified,2013-05-01,debt_consolidation,15.53,0.0,1995-01-01,12.0,0.0,35018.0,51.6,0.0,390502.0,72.0,3.0,100.0,35.0,0.0,867.0,20.041479291155877,36,1,False,219.9634489414567,True
88848,5607402,15000.0,15000.0, 60 months,18.49,384.92,D,10+ years,MORTGAGE,60000.0,Verified,2013-06-01,debt_consolidation,20.92,1.0,1999-06-01,5.0,0.0,15455.0,99.7,0.0,227571.0,99.7,1.0,93.0,15.0,0.0,0.0,34.99045154931313,60,1,False,168.01987720487074,True
304722,21150125,10000.0,10000.0, 36 months,12.99,336.9,C,10+ years,OWN,40000.0,Not Verified,2014-07-01,credit_card,28.77,0.0,2008-03-01,12.0,0.0,8717.0,38.4,0.0,42604.0,50.8,0.0,100.0,14.0,0.0,0.0,18.037331362040288,36,3,True,75.99334688597301,True
304932,21010109,7500.0,7500.0, 36 months,12.49,250.87,B,< 1 year,RENT,80000.0,Source Verified,2014-07-01,debt_consolidation,18.71,0.0,1985-12-01,7.0,1.0,5782.0,51.2,0.0,37797.0,49.8,1.0,100.0,33.0,0.0,0.0,6.045298671430625,36,1,False,342.9721349514364,True
346870,14489866,25600.0,25600.0, 60 months,15.61,617.25,D,8 years,MORTGAGE,76000.0,Source Verified,2014-05-01,debt_consolidation,23.51,1.0,1994-06-01,18.0,0.0,21765.0,62.0,0.0,167290.0,93.5,1.0,97.4,40.0,0.0,0.0,17.018829955440562,60,3,True,238.98642682601286,True
358955,15129236,5400.0,5400.0, 36 months,11.99,179.34,B,8 years,MORTGAGE,78000.0,Not Verified,2014-04-01,debt_consolidation,13.15,0.0,2002-09-01,14.0,0.0,9488.0,31.2,0.0,403005.0,28.1,0.0,94.3,35.0,0.0,0.0,10.973531284009939,36,1,False,138.97615967473664,False
160246,1475114,2000.0,2000.0, 36 months,7.62,62.33,A,3 years,RENT,38000.0,Not Verified,2012-08-01,car,6.44,0.0,2005-10-01,7.0,0.0,1517.0,8.8,0.0,6906.0,0.0,3.0,100.0,17.0,0.0,0.0,22.965563974619602,36,1,False,82.00579067331978,True
89683,5645552,12000.0,12000.0, 36 months,10.16,388.11,B,4 years,RENT,35000.0,Source Verified,2013-06-01,debt_consolidation,9.87,0.0,2000-06-01,9.0,0.0,11466.0,39.5,0.0,32659.0,33.4,1.0,100.0,27.0,0.0,0.0,36.008952955912854,36,1,False,155.9949896301772,False
228380,32219199,8000.0,8000.0, 36 months,12.99,269.52,C,1 year,RENT,20000.0,Not Verified,2014-10-01,debt_consolidation,18.49,0.0,2008-09-01,10.0,0.0,7607.0,44.4,0.0,67337.0,52.4,1.0,100.0,23.0,0.0,0.0,16.0331834329247,36,1,False,72.97069755025771,False
99863,4765323,4800.0,4800.0, 36 months,18.75,175.35,D,< 1 year,RENT,55000.0,Not Verified,2013-05-01,credit_card,21.46,1.0,2002-10-01,21.0,0.0,5776.0,47.7,0.0,165896.0,53.7,1.0,90.0,30.0,0.0,0.0,36.008952955912854,36,1,False,126.98412698412699,True
331871,18404639,27500.0,27500.0, 36 months,8.39,866.71,A,3 years,MORTGAGE,120000.0,Source Verified,2014-06-01,debt_consolidation,11.38,1.0,1998-12-01,7.0,0.0,39067.0,87.8,0.0,185841.0,87.8,0.0,96.8,31.0,0.0,0.0,9.987884761494076,36,3,True,185.9914987987433,True
44483,7339025,16200.0,16200.0, 60 months,17.1,403.49,C,8 years,MORTGAGE,71250.0,Source Verified,2013-09-01,debt_consolidation,14.1,0.0,1997-12-01,10.0,0.0,13612.0,60.8,0.0,204443.0,101.5,0.0,88.0,27.0,0.0,0.0,5.946734019179039,60,1,False,189.01414813445862,True
106660,4254789,12700.0,12700.0, 60 months,22.47,354.17,E,6 years,MORTGAGE,74000.0,Source Verified,2013-04-01,home_improvement,14.11,0.0,2001-04-01,17.0,0.0,5573.0,35.5,0.0,162965.0,42.1,4.0,100.0,23.0,0.0,290.0,23.984065381219327,60,3,True,144.00295693956755,True
14658,7925137,6625.0,6625.0, 36 months,21.0,249.6,E,4 years,RENT,25000.0,Not Verified,2013-11-01,moving,18.87,0.0,2006-09-01,11.0,0.0,2153.0,21.3,0.0,22407.0,32.1,1.0,100.0,23.0,0.0,0.0,9.987884761494076,36,3,True,86.01408653155096,True
135829,2380085,35000.0,35000.0, 60 months,17.27,874.93,C,< 1 year,MORTGAGE,255000.0,Source Verified,2012-12-01,debt_consolidation,4.64,0.0,1988-11-01,10.0,0.0,13757.0,66.8,0.0,862684.0,64.2,0.0,86.0,36.0,0.0,0.0,40.97004045257603,60,1,False,288.991560401651,False
51773,7087266,19200.0,19200.0, 60 months,15.22,458.99,C,10+ years,MORTGAGE,75000.0,Source Verified,2013-09-01,debt_consolidation,23.63,0.0,1999-10-01,7.0,0.0,14508.0,87.9,0.0,270793.0,87.9,0.0,100.0,21.0,0.0,2377.0,23.984065381219327,60,3,True,167.03423068235486,True
412779,10725710,25000.0,25000.0, 36 months,14.47,860.16,C,6 years,MORTGAGE,83000.0,Verified,2014-01-01,debt_consolidation,24.62,0.0,1994-11-01,9.0,1.0,24127.0,79.0,0.0,243028.0,75.0,1.0,100.0,17.0,0.0,0.0,13.930470851557526,36,1,False,230.0170434711185,True
113934,3698428,20000.0,20000.0, 36 months,11.14,656.11,B,3 years,MORTGAGE,130000.0,Verified,2013-03-01,debt_consolidation,15.19,0.0,2005-08-01,10.0,0.0,13084.0,69.2,0.0,237762.0,82.3,0.0,100.0,22.0,0.0,0.0,36.008952955912854,36,1,False,90.97517402821413,True
330255,18485863,5025.0,5025.0, 36 months,22.15,192.3,E,10+ years,MORTGAGE,71000.0,Verified,2014-06-01,moving,34.35,0.0,1993-08-01,10.0,0.0,17574.0,84.9,0.0,497069.0,101.1,0.0,100.0,30.0,0.0,0.0,5.0267972648309,36,1,False,249.99281299410666,False
349073,16181419,26000.0,26000.0, 60 months,20.2,691.74,E,< 1 year,MORTGAGE,65000.0,Not Verified,2014-05-01,debt_consolidation,23.58,2.0,2001-02-01,8.0,1.0,7694.0,101.2,0.0,226614.0,101.2,1.0,83.3,18.0,0.0,0.0,17.018829955440562,60,3,True,158.91907431364095,True
34662,7935178,10400.0,10400.0, 36 months,9.99,335.53,B,10+ years,MORTGAGE,90000.0,Source Verified,2013-10-01,debt_consolidation,13.28,0.0,2002-12-01,7.0,0.0,5445.0,53.9,0.0,193699.0,53.9,1.0,100.0,21.0,0.0,0.0,16.95312018727284,36,1,False,130.0067763198423,False
266828,26400662,21000.0,21000.0, 36 months,13.98,717.53,C,8 years,MORTGAGE,124000.0,Verified,2014-09-01,debt_consolidation,8.72,0.0,1994-05-01,12.0,0.0,28994.0,69.0,0.0,63286.0,88.0,2.0,96.0,27.0,0.0,0.0,12.977679213125526,36,3,True,244.0460789749276,False
111046,3845007,6000.0,6000.0, 36 months,17.77,216.23,D,3 years,RENT,43000.0,Not Verified,2013-04-01,debt_consolidation,15.63,0.0,2003-02-01,5.0,0.0,15780.0,71.4,0.0,27116.0,71.4,1.0,100.0,7.0,0.0,0.0,32.000657097681675,36,3,True,121.95732971929608,True
99662,4795599,35000.0,35000.0, 60 months,21.98,966.27,E,10+ years,MORTGAGE,175000.0,Verified,2013-05-01,debt_consolidation,16.95,0.0,1998-12-01,12.0,0.0,66406.0,80.3,0.0,505036.0,81.3,2.0,100.0,53.0,0.0,0.0,7.030945193946487,60,3,True,172.9809647015339,False
312213,20358851,12000.0,12000.0, 60 months,14.49,282.28,C,10+ years,MORTGAGE,80000.0,Verified,2014-07-01,debt_consolidation,9.3,3.0,1998-11-01,6.0,0.0,4553.0,96.9,0.0,148359.0,96.0,0.0,88.0,25.0,0.0,0.0,6.045298671430625,60,1,False,187.96279184377502,True
88709,5607460,13250.0,13250.0, 36 months,19.05,486.03,D,10+ years,MORTGAGE,37000.0,Not Verified,2013-06-01,debt_consolidation,21.73,0.0,1998-04-01,14.0,0.0,9332.0,81.1,0.0,14711.0,85.7,2.0,100.0,21.0,0.0,0.0,22.965563974619602,36,3,True,182.01605782459598,False
102536,4545256,10600.0,10600.0, 36 months,14.33,363.99,C,,MORTGAGE,60000.0,Source Verified,2013-05-01,debt_consolidation,25.28,0.0,2002-01-01,11.0,0.0,8954.0,74.0,0.0,141739.0,77.2,0.0,88.0,34.0,0.0,0.0,15.014682026324977,36,3,True,135.95351033902134,True
313515,20117448,9750.0,9750.0, 36 months,14.99,337.94,C,10+ years,OWN,32000.0,Not Verified,2014-07-01,debt_consolidation,16.13,0.0,1996-11-01,10.0,1.0,3460.0,34.9,0.0,6989.0,85.3,0.0,100.0,14.0,0.0,0.0,9.987884761494076,36,1,False,211.94685722499435,True
112353,3807178,13000.0,13000.0, 36 months,8.9,412.8,A,3 years,MORTGAGE,55000.0,Not Verified,2013-04-01,debt_consolidation,19.7,0.0,2004-02-01,7.0,0.0,15392.0,66.3,0.0,199132.0,75.5,0.0,100.0,14.0,0.0,0.0,12.977679213125526,36,1,False,109.96529702868642,True
305760,17853600,20000.0,20000.0, 36 months,15.61,699.3,D,10+ years,MORTGAGE,75000.0,Source Verified,2014-07-01,credit_card,19.12,0.0,1994-01-01,14.0,0.0,45670.0,76.0,0.0,121306.0,84.1,0.0,100.0,35.0,0.0,0.0,7.06380007803035,36,1,False,245.95166225179162,True
51306,7068264,8000.0,8000.0, 36 months,7.9,250.33,A,3 years,MORTGAGE,60000.0,Not Verified,2013-09-01,debt_consolidation,9.68,0.0,2002-01-01,6.0,0.0,7392.0,46.2,0.0,151523.0,67.2,1.0,100.0,12.0,0.0,0.0,25.988213310334913,36,1,False,139.99466108133637,True
279956,24795784,24950.0,24950.0, 60 months,17.57,627.75,D,5 years,RENT,56784.0,Source Verified,2014-08-01,debt_consolidation,12.7,1.0,1985-04-01,19.0,0.0,12099.0,19.7,0.0,19303.0,31.8,1.0,96.7,30.0,0.0,0.0,5.0267972648309,60,1,False,352.00722807449847,True
105853,4196310,7500.0,7500.0, 36 months,14.09,256.67,B,< 1 year,RENT,30500.0,Not Verified,2013-04-01,credit_card,27.42,0.0,2005-11-01,10.0,0.0,12745.0,55.7,0.0,32204.0,60.1,0.0,100.0,11.0,0.0,0.0,21.027125813671738,36,1,False,88.97102609909854,True
356342,15430364,6150.0,6150.0, 36 months,14.16,210.68,C,10+ years,MORTGAGE,57200.0,Source Verified,2014-05-01,debt_consolidation,6.92,2.0,1995-05-01,8.0,1.0,4460.0,42.9,0.0,178604.0,88.1,2.0,90.0,21.0,0.0,0.0,16.0331834329247,36,1,False,228.01289554200292,False
236556,31266961,30900.0,30900.0, 60 months,13.35,708.62,C,1 year,MORTGAGE,62000.0,Verified,2014-10-01,credit_card,20.7,0.0,1988-07-01,7.0,0.0,18627.0,42.0,0.0,329328.0,42.0,1.0,100.0,27.0,0.0,0.0,8.969383354894351,60,1,False,315.01262859606976,True
2964,10115552,14000.0,14000.0, 36 months,7.9,438.07,A,7 years,RENT,87000.0,Not Verified,2013-12-01,debt_consolidation,7.32,0.0,1989-09-01,15.0,0.0,12815.0,42.2,0.0,16361.0,56.0,0.0,100.0,16.0,0.0,0.0,15.967473664756977,36,1,False,290.99570833076655,False
49187,7092892,11000.0,11000.0, 36 months,13.68,374.25,C,5 years,RENT,50000.0,Not Verified,2013-09-01,debt_consolidation,14.18,0.0,2005-05-01,10.0,0.0,9695.0,49.2,0.0,25509.0,77.2,3.0,100.0,12.0,0.0,0.0,9.955029877410214,36,3,True,100.04312203536007,True
310324,13237429,7075.0,7075.0, 36 months,13.98,241.74,C,10+ years,MORTGAGE,67787.0,Source Verified,2014-07-01,debt_consolidation,26.19,0.0,1987-08-01,11.0,0.0,49880.0,68.8,0.0,493266.0,65.5,0.0,97.6,41.0,0.0,717.0,19.055832768640013,36,1,False,322.9963654284482,True
79135,5936050,3450.0,3450.0, 36 months,11.55,113.85,B,,OWN,11640.0,Verified,2013-07-01,credit_card,10.1,0.0,2005-01-01,5.0,1.0,3258.0,23.1,0.0,3258.0,23.1,0.0,100.0,8.0,0.0,0.0,15.014682026324977,36,1,False,101.94870531222406,False
6550,9835465,30000.0,30000.0, 36 months,14.98,1039.67,C,5 years,MORTGAGE,100000.0,Source Verified,2013-12-01,debt_consolidation,17.02,1.0,1979-11-01,14.0,0.0,20744.0,66.1,0.0,309247.0,67.8,0.0,94.7,40.0,0.0,0.0,20.994270929587877,36,3,True,409.01045195999916,True
304346,19097106,10000.0,10000.0, 36 months,9.17,318.79,B,10+ years,RENT,34000.0,Not Verified,2014-07-01,debt_consolidation,27.32,0.0,2003-05-01,11.0,0.0,15268.0,55.9,0.0,27313.0,61.7,0.0,100.0,27.0,0.0,0.0,15.014682026324977,36,3,True,134.01507217807347,True
269022,26399970,18000.0,18000.0, 36 months,6.03,547.84,A,1 year,RENT,120000.0,Not Verified,2014-09-01,credit_card,5.83,0.0,1996-09-01,6.0,0.0,18264.0,41.1,0.0,22152.0,17.9,0.0,100.0,16.0,0.0,0.0,17.971621593872563,36,1,False,215.9880079673094,True
241362,30355514,7700.0,7700.0, 36 months,16.29,271.82,D,4 years,MORTGAGE,55000.0,Verified,2014-10-01,debt_consolidation,13.83,0.0,1995-10-01,7.0,1.0,6657.0,63.0,0.0,182241.0,35.0,2.0,88.0,17.0,0.0,0.0,11.006386168093801,36,3,True,228.01289554200292,False
242158,29725473,2500.0,2500.0, 36 months,14.49,86.05,C,7 years,RENT,65000.0,Not Verified,2014-10-01,debt_consolidation,9.58,0.0,1982-01-01,6.0,1.0,3132.0,38.2,0.0,96218.0,38.2,4.0,87.0,26.0,0.0,0.0,13.996180619725251,36,3,True,392.9772685270745,True
398782,11905666,18400.0,18400.0, 36 months,6.62,564.95,A,< 1 year,MORTGAGE,108000.0,Not Verified,2014-02-01,credit_card,9.71,0.0,1997-01-01,6.0,0.0,6088.0,24.4,0.0,428143.0,26.0,0.0,100.0,26.0,0.0,0.0,15.934618780673114,36,1,False,205.01447668329945,True
36874,7698455,16800.0,16800.0, 60 months,15.61,405.08,C,2 years,RENT,104500.0,Source Verified,2013-10-01,debt_consolidation,20.72,0.0,2006-08-01,32.0,0.0,5708.0,20.6,0.0,84963.0,24.5,2.0,100.0,51.0,0.0,0.0,27.00671471693464,60,1,False,86.01408653155096,True
62878,6624777,6200.0,6200.0, 36 months,11.55,204.6,B,6 years,RENT,45000.0,Not Verified,2013-08-01,debt_consolidation,11.6,0.0,2007-12-01,5.0,0.0,1468.0,28.8,0.0,10470.0,18.9,0.0,100.0,9.0,0.0,0.0,8.969383354894351,36,3,True,68.00961005359453,False
100655,4539349,6000.0,6000.0, 36 months,14.09,205.33,B,7 years,RENT,75000.0,Not Verified,2013-05-01,debt_consolidation,7.94,0.0,2003-04-01,5.0,0.0,11617.0,84.2,0.0,12443.0,91.7,0.0,87.0,16.0,0.0,0.0,36.008952955912854,36,1,False,121.00453808086408,False
318555,19796850,15200.0,15200.0, 36 months,13.35,514.72,C,10+ years,OWN,49000.0,Source Verified,2014-07-01,debt_consolidation,25.57,0.0,1999-12-01,19.0,1.0,13697.0,40.0,0.0,23147.0,39.3,0.0,89.1,46.0,0.0,85.0,1.0185014065997249,36,1,False,174.9851126306495,True
142414,2088215,17000.0,17000.0, 36 months,13.11,573.7,B,10+ years,MORTGAGE,63000.0,Source Verified,2012-11-01,debt_consolidation,18.23,0.0,1995-02-01,8.0,0.0,16442.0,50.7,0.0,46521.0,34.8,0.0,100.0,17.0,0.0,0.0,35.97609807182899,36,1,False,212.99821351567795,True
117024,3626390,32000.0,32000.0, 60 months,20.49,856.56,E,3 years,MORTGAGE,120000.0,Source Verified,2013-03-01,debt_consolidation,11.46,0.0,1994-06-01,8.0,0.0,18772.0,83.4,0.0,44471.0,80.2,1.0,88.0,35.0,0.0,0.0,6.045298671430625,60,3,True,224.9902462062876,False
120239,3382096,20125.0,20125.0, 36 months,17.27,720.22,C,8 years,RENT,45600.0,Verified,2013-03-01,debt_consolidation,34.71,0.0,1988-01-01,22.0,0.0,26198.0,82.1,0.0,36289.0,79.7,1.0,100.0,30.0,0.0,0.0,27.00671471693464,36,3,True,301.9692396147765,True
150973,1585790,23000.0,23000.0, 60 months,21.0,622.23,E,10+ years,MORTGAGE,75000.0,Source Verified,2012-10-01,debt_consolidation,16.81,0.0,1983-03-01,8.0,0.0,7958.0,85.6,0.0,258817.0,97.5,1.0,82.0,24.0,0.0,0.0,40.017248814144025,60,1,False,355.06273229429763,True
274010,25777046,5000.0,5000.0, 36 months,22.15,191.35,E,3 years,RENT,34000.0,Verified,2014-08-01,other,32.37,0.0,1990-08-01,7.0,1.0,1606.0,30.3,0.0,18357.0,39.1,1.0,100.0,20.0,0.0,0.0,6.045298671430625,36,3,True,288.0059138791351,True
9609,9544712,24000.0,24000.0, 36 months,22.4,921.55,E,5 years,MORTGAGE,150000.0,Source Verified,2013-12-01,small_business,18.95,0.0,1993-02-01,10.0,1.0,9219.0,62.3,0.0,321106.0,70.0,0.0,100.0,38.0,0.0,0.0,3.975440974147313,36,3,True,249.9599581100228,True
223602,32209541,28000.0,28000.0, 36 months,10.15,905.46,B,10+ years,MORTGAGE,96000.0,Source Verified,2014-10-01,debt_consolidation,4.69,0.0,1984-02-01,11.0,1.0,4229.0,15.2,0.0,192000.0,26.8,0.0,88.9,27.0,0.0,99.0,16.9859750713567,36,1,False,367.9747017392554,True
115096,3676060,20000.0,20000.0, 36 months,12.12,665.44,B,,MORTGAGE,70000.0,Source Verified,2013-03-01,debt_consolidation,24.27,0.0,1996-08-01,9.0,0.0,44542.0,73.7,0.0,210538.0,74.0,0.0,100.0,22.0,0.0,0.0,37.02745436251258,36,1,False,198.96917801186882,True
144088,1615316,20000.0,20000.0, 36 months,13.11,674.94,B,7 years,MORTGAGE,72000.0,Verified,2012-11-01,credit_card,19.4,0.0,1998-02-01,13.0,0.0,32447.0,69.5,0.0,378823.0,90.0,0.0,100.0,35.0,0.0,0.0,35.97609807182899,36,1,False,176.98926055976509,False
311520,20479371,8000.0,8000.0, 36 months,13.35,270.91,C,10+ years,MORTGAGE,54000.0,Source Verified,2014-07-01,debt_consolidation,20.84,0.0,1996-08-01,8.0,0.0,7688.0,51.0,0.0,36928.0,58.0,0.0,91.0,11.0,0.0,292.0,17.018829955440562,36,1,False,214.96950656070968,True
13624,9135103,17625.0,17625.0, 36 months,11.99,585.32,B,,MORTGAGE,42982.0,Source Verified,2013-12-01,debt_consolidation,31.53,0.0,1998-09-01,10.0,0.0,13660.0,52.1,0.0,135803.0,54.0,0.0,100.0,20.0,0.0,0.0,26.021068194418778,36,1,False,183.00170434711185,True
78102,5937878,15000.0,15000.0, 36 months,22.2,574.41,E,1 year,RENT,40000.0,Verified,2013-07-01,small_business,4.53,0.0,1994-08-01,9.0,0.0,4529.0,62.9,0.0,105113.0,62.9,1.0,100.0,24.0,0.0,100.0,15.014682026324977,36,3,True,226.99439413540318,True
151776,1572472,6000.0,6000.0, 36 months,11.14,196.84,B,2 years,OWN,25000.0,Not Verified,2012-10-01,debt_consolidation,24.53,0.0,2007-06-01,8.0,0.0,4368.0,43.2,0.0,5733.0,62.3,1.0,100.0,11.0,0.0,0.0,35.97609807182899,36,1,False,64.03416907944721,True
235876,31226991,22750.0,22750.0, 36 months,14.99,788.53,C,10+ years,MORTGAGE,60000.0,Source Verified,2014-10-01,debt_consolidation,20.84,0.0,2005-01-01,10.0,1.0,7288.0,60.7,0.0,132995.0,91.7,0.0,95.0,20.0,0.0,0.0,11.992032690609664,36,3,True,116.96338733854904,True
67535,6515216,28000.0,28000.0, 36 months,7.9,876.13,A,7 years,RENT,266000.0,Verified,2013-08-01,credit_card,8.35,0.0,1987-06-01,12.0,0.0,57044.0,33.0,0.0,80195.0,34.1,0.0,96.0,28.0,0.0,0.0,27.00671471693464,36,1,False,314.0269820735539,True
70993,6297332,7000.0,7000.0, 36 months,10.64,227.98,B,7 years,MORTGAGE,80000.0,Not Verified,2013-07-01,debt_consolidation,16.77,0.0,1997-08-01,16.0,1.0,33532.0,62.4,0.0,145978.0,81.7,0.0,97.0,35.0,0.0,0.0,21.979917452103738,36,1,False,190.98544117949035,True
240026,30835949,10000.0,10000.0, 36 months,13.98,341.68,C,1 year,RENT,72012.0,Source Verified,2014-10-01,other,15.15,0.0,2005-11-01,15.0,0.0,31446.0,56.3,0.0,34146.0,60.1,1.0,100.0,22.0,0.0,0.0,13.996180619725251,36,3,True,106.97550257705497,True
296578,22242115,5000.0,5000.0, 36 months,6.03,152.18,A,1 year,MORTGAGE,25000.0,Source Verified,2014-07-01,credit_card,6.91,0.0,1994-11-01,8.0,0.0,4686.0,50.9,0.0,29997.0,82.2,2.0,96.3,27.0,0.0,160.0,16.0331834329247,36,1,False,235.96377749029753,False
136957,2370055,5925.0,5925.0, 36 months,13.11,199.96,B,,MORTGAGE,151000.0,Source Verified,2012-12-01,debt_consolidation,17.05,0.0,1988-11-01,18.0,0.0,21421.0,75.2,0.0,392495.0,98.2,3.0,95.0,48.0,0.0,717.0,17.971621593872563,36,3,True,288.991560401651,False
135943,2084793,35000.0,35000.0, 60 months,17.77,884.4,D,5 years,RENT,101534.83,Verified,2012-12-01,debt_consolidation,20.1,0.0,2004-03-01,12.0,0.0,837.0,3.3,0.0,37511.0,3.7,0.0,100.0,22.0,0.0,0.0,9.987884761494076,60,3,True,105.0370644161071,False
124767,3287435,15000.0,15000.0, 36 months,18.75,547.95,D,7 years,RENT,53566.0,Source Verified,2013-02-01,debt_consolidation,7.03,0.0,2004-03-01,6.0,0.0,8632.0,100.4,0.0,8632.0,100.4,0.0,100.0,7.0,0.0,0.0,23.984065381219327,36,1,False,107.07406722930655,False
88209,5638163,15000.0,15000.0, 36 months,18.49,545.99,D,1 year,RENT,60000.0,Not Verified,2013-06-01,credit_card,21.39,0.0,2001-11-01,12.0,0.0,21185.0,83.1,0.0,29574.0,97.9,1.0,100.0,14.0,0.0,0.0,36.008952955912854,36,1,False,138.97615967473664,True
418072,10073712,35000.0,35000.0, 36 months,25.89,1408.13,G,6 years,RENT,80000.0,Verified,2014-01-01,major_purchase,0.0,0.0,2000-03-01,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.4,18.0,0.0,0.0,1.0185014065997249,36,1,False,166.048584159839,True
241350,30385779,20000.0,20000.0, 36 months,11.67,661.14,B,10+ years,MORTGAGE,62000.0,Source Verified,2014-10-01,credit_card,22.3,0.0,2001-09-01,15.0,0.0,25572.0,53.8,0.0,229183.0,56.1,1.0,100.0,28.0,0.0,0.0,16.9859750713567,36,1,False,156.98063615269308,True
114052,3697810,15000.0,15000.0, 36 months,8.9,476.3,A,1 year,MORTGAGE,85000.0,Source Verified,2013-03-01,debt_consolidation,28.99,0.0,1997-10-01,14.0,0.0,60396.0,93.8,0.0,189376.0,94.3,0.0,100.0,35.0,0.0,0.0,7.030945193946487,36,3,True,184.97299739214358,True
87954,5608861,15000.0,15000.0, 36 months,11.14,492.08,B,7 years,MORTGAGE,80000.0,Source Verified,2013-06-01,credit_card,14.12,1.0,2003-09-01,7.0,0.0,36042.0,74.3,0.0,384964.0,85.4,1.0,90.0,22.0,0.0,0.0,16.000328548840837,36,1,False,116.99624222263292,True
104464,4290751,10000.0,10000.0, 36 months,12.12,332.72,B,10+ years,MORTGAGE,94937.0,Verified,2013-04-01,debt_consolidation,14.26,2.0,1995-08-01,15.0,0.0,53378.0,88.9,0.0,378843.0,88.9,1.0,93.0,31.0,0.0,0.0,12.977679213125526,36,3,True,212.01256699316207,True
193167,36661455,18000.0,18000.0, 36 months,12.99,606.41,C,10+ years,MORTGAGE,124000.0,Verified,2014-12-01,debt_consolidation,19.38,1.0,1983-11-01,13.0,0.0,30211.0,80.3,0.0,415121.0,92.7,2.0,93.3,30.0,0.0,0.0,5.979588903262901,36,3,True,373.0014990040863,False
212598,34343908,7600.0,7600.0, 36 months,14.99,263.42,C,3 years,MORTGAGE,40000.0,Verified,2014-11-01,credit_card,29.19,0.0,1999-06-01,9.0,0.0,5926.0,59.9,0.0,111262.0,99.6,2.0,88.0,25.0,0.0,0.0,2.0041479291155877,36,3,True,185.0387071603113,False
262784,27511733,25000.0,25000.0, 36 months,6.03,760.89,A,2 years,MORTGAGE,98840.0,Source Verified,2014-09-01,home_improvement,11.4,0.0,2002-05-01,15.0,0.0,18723.0,21.3,0.0,318065.0,28.5,1.0,100.0,41.0,0.0,0.0,13.996180619725251,36,1,False,148.0441076818826,True
9081,8987056,10000.0,10000.0, 36 months,7.62,311.62,A,< 1 year,MORTGAGE,113000.0,Not Verified,2013-12-01,debt_consolidation,17.51,0.0,2006-11-01,16.0,0.0,9612.0,31.5,0.0,232000.0,39.1,0.0,100.0,28.0,0.0,0.0,23.984065381219327,36,1,False,84.99558512495123,True
209156,34893404,4000.0,4000.0, 36 months,10.49,130.0,B,1 year,RENT,45000.0,Not Verified,2014-11-01,other,24.88,0.0,2004-07-01,7.0,0.0,3341.0,44.0,0.0,138997.0,92.8,0.0,95.5,22.0,0.0,0.0,16.9859750713567,36,1,False,124.0271874165794,True
212432,34473972,13500.0,13500.0, 36 months,8.67,427.23,B,7 years,OWN,28000.0,Verified,2014-11-01,credit_card,12.64,0.0,2001-01-01,7.0,0.0,13437.0,62.8,0.0,111337.0,71.2,0.0,100.0,21.0,0.0,0.0,11.992032690609664,36,1,False,165.9828743916713,False
389881,12468683,5000.0,5000.0, 36 months,11.99,166.05,B,5 years,RENT,38319.0,Not Verified,2014-03-01,credit_card,27.78,0.0,1995-08-01,15.0,1.0,6786.0,74.0,0.0,56086.0,74.0,1.0,84.0,50.0,0.0,0.0,13.010534097209389,36,3,True,222.986098277172,True
82768,5771276,7125.0,7125.0, 36 months,22.47,273.85,E,2 years,RENT,46000.0,Source Verified,2013-06-01,small_business,4.57,0.0,2008-09-01,6.0,0.0,5494.0,87.2,0.0,5494.0,90.8,1.0,100.0,6.0,0.0,0.0,18.004476477956427,36,3,True,56.97036900141687,False
16649,8970898,10000.0,10000.0, 36 months,10.99,327.34,B,7 years,MORTGAGE,80000.0,Source Verified,2013-11-01,debt_consolidation,29.27,0.0,2000-07-01,17.0,0.0,16998.0,66.4,0.0,195995.0,65.3,0.0,100.0,45.0,0.0,0.0,20.961416045504013,36,3,True,160.03614037249224,False
