,id,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,purpose,dti,delinq_2yrs,earliest_cr_line,open_acc,pub_rec,revol_bal,revol_util,total_pymnt,last_pymnt_d,recoveries,out_prncp,tot_cur_bal,bc_util,funded_amnt_inv,inq_last_6mths,pct_tl_nvr_dlq,total_acc,sub_grade,acc_now_delinq,tot_coll_amt,default,loan_length,term_num,label,cr_hist
126026,3237667,10000.0,10000.0, 36 months,16.29,353.01,C,8 years,RENT,45000.0,Not Verified,2013-02-01,Charged Off,debt_consolidation,25.65,0.0,2005-10-01,17.0,0.0,11239.0,62.1,3524.8,2013-12-01,0.0,0.0,30857.0,69.0,9950.0,1.0,100.0,30.0,C4,0.0,0.0,1,9.955029877410214,36,1,88.05108934475041
231097,31998285,24000.0,24000.0, 36 months,13.98,820.04,C,10+ years,MORTGAGE,330000.0,Not Verified,2014-11-01,Charged Off,debt_consolidation,7.28,1.0,1997-03-01,15.0,3.0,38555.0,74.9,7887.21,2015-04-01,3805.65,0.0,456130.0,81.2,24000.0,1.0,94.4,18.0,C3,0.0,0.0,1,4.9610874966631755,36,1,212.04542187724593
322980,19206550,35000.0,35000.0, 36 months,16.99,1247.68,D,7 years,RENT,104000.0,Verified,2014-06-01,Charged Off,other,31.42,0.0,1996-03-01,25.0,0.0,24111.0,65.9,21157.74,2015-08-01,3690.22,0.0,244183.0,74.0,35000.0,0.0,97.6,51.0,D3,0.0,0.0,1,13.996180619725251,36,1,219.01065730302471
253890,28983395,20000.0,20000.0, 60 months,14.49,470.47,C,10+ years,MORTGAGE,59800.0,Source Verified,2014-10-01,Charged Off,debt_consolidation,15.49,0.0,2005-11-01,4.0,0.0,13935.0,98.8,6116.11,2015-11-01,0.0,0.0,24496.0,98.8,20000.0,0.0,100.0,6.0,C4,0.0,64.0,1,13.010534097209389,60,1,106.97550257705497
105444,4307667,14075.0,14075.0, 36 months,15.8,493.45,C,3 years,MORTGAGE,75000.0,Not Verified,2013-04-01,Charged Off,debt_consolidation,28.56,0.0,2000-05-01,9.0,0.0,5923.0,49.4,11559.48,2015-01-01,1203.03,0.0,84792.0,54.4,14075.0,1.0,100.0,24.0,C3,0.0,0.0,1,21.027125813671738,36,1,155.00934310766135
40330,7647125,20000.0,20000.0, 36 months,12.99,673.79,B,10+ years,MORTGAGE,119000.0,Source Verified,2013-10-01,Charged Off,debt_consolidation,14.64,3.0,2000-04-01,11.0,0.0,13273.0,57.0,8892.47,2014-12-01,2148.19,0.0,242819.0,41.5,20000.0,1.0,93.0,57.0,B4,0.0,0.0,1,13.996180619725251,36,1,162.00743341752397
27236,7946430,20000.0,20000.0, 36 months,14.3,686.48,C,7 years,RENT,80000.0,Source Verified,2013-11-01,Charged Off,debt_consolidation,14.64,0.0,2000-12-01,10.0,0.0,21040.0,77.4,4115.13,2014-05-01,0.0,0.0,29834.0,90.7,19950.0,0.0,100.0,27.0,C1,0.0,1703.0,1,5.946734019179039,36,1,155.00934310766135
106728,4157079,20425.0,20425.0, 60 months,22.95,575.21,F,10+ years,MORTGAGE,47000.0,Verified,2013-04-01,Charged Off,debt_consolidation,21.63,0.0,1995-01-01,14.0,0.0,23917.0,78.9,10919.59,2014-11-01,0.0,0.0,154756.0,99.1,20425.0,0.0,100.0,30.0,F1,0.0,0.0,1,19.022977884556152,60,1,218.97780241894085
278027,24606755,9600.0,9600.0, 36 months,7.69,299.46,A,6 years,RENT,92000.0,Verified,2014-09-01,Charged Off,home_improvement,24.78,3.0,2004-08-01,17.0,0.0,12324.0,67.0,3474.87,2015-05-01,1378.65,0.0,121572.0,72.5,9600.0,2.0,100.0,23.0,A4,0.0,0.0,1,7.950881948294626,36,1,121.00453808086408
295117,22332837,27300.0,27300.0, 60 months,14.99,649.33,C,10+ years,MORTGAGE,137664.0,Source Verified,2014-07-01,Charged Off,debt_consolidation,16.19,0.0,1981-09-01,18.0,0.0,26359.0,47.4,11289.66,2016-05-01,0.0,0.0,494815.0,49.5,27300.0,2.0,87.8,41.0,C5,0.0,0.0,1,22.012772336187602,60,1,393.9629150495903
73754,5735674,8975.0,8975.0, 36 months,13.68,305.36,C,,OWN,26352.0,Verified,2013-07-01,Charged Off,credit_card,34.52,1.0,1967-09-01,11.0,0.0,18532.0,63.7,610.52,2013-09-01,0.0,0.0,18532.0,74.7,8975.0,0.0,91.0,23.0,C1,0.0,0.0,1,2.0370028131994498,36,1,549.9907595638514
30927,8195341,10000.0,10000.0, 36 months,16.2,352.56,C,,RENT,32000.0,Verified,2013-10-01,Charged Off,debt_consolidation,24.72,0.0,1995-07-01,12.0,1.0,3752.0,24.2,8108.3699999999,2015-10-01,0.0,0.0,37672.0,43.6,10000.0,4.0,100.0,42.0,C4,0.0,0.0,1,23.984065381219327,36,1,219.04351218710858
102579,4555055,20500.0,20500.0, 36 months,13.11,691.82,B,5 years,MORTGAGE,200000.0,Source Verified,2013-05-01,Charged Off,small_business,5.72,0.0,1980-10-01,15.0,0.0,10838.0,34.6,5393.2,2013-10-01,2626.99,0.0,566400.0,60.5,20500.0,1.0,100.0,35.0,B4,0.0,0.0,1,5.0267972648309,36,1,390.9731205979589
322488,19496110,6600.0,6600.0, 36 months,7.69,205.88,A,4 years,RENT,50000.0,Source Verified,2014-06-01,Charged Off,credit_card,19.35,0.0,2001-10-01,7.0,0.0,7161.0,59.7,3094.5,2015-05-01,829.82,0.0,32681.0,66.7,6600.0,0.0,100.0,11.0,A4,0.0,0.0,1,10.973531284009939,36,1,151.98669377194602
205994,34874401,3000.0,3000.0, 36 months,12.99,101.07,C,3 years,RENT,35000.0,Not Verified,2014-11-01,Charged Off,other,25.1,0.0,2007-05-01,11.0,0.0,17080.0,48.8,977.87,2015-04-01,474.68,0.0,24795.0,51.7,3000.0,0.0,100.0,19.0,C2,0.0,0.0,1,4.9610874966631755,36,1,90.055237273866
97592,4787522,19750.0,19750.0, 36 months,7.9,617.99,A,1 year,MORTGAGE,45000.0,Not Verified,2013-05-01,Charged Off,debt_consolidation,15.6,0.0,1997-10-01,10.0,0.0,23943.0,52.9,16395.859999999997,2015-05-01,1538.15,0.0,23943.0,57.8,19750.0,0.0,100.0,35.0,A4,0.0,0.0,1,23.984065381219327,36,1,186.97714532125917
259779,28112211,30000.0,30000.0, 60 months,24.5,871.77,F,8 years,MORTGAGE,98000.0,Verified,2014-10-01,Charged Off,debt_consolidation,11.8,1.0,2004-04-01,14.0,0.0,15951.0,23.7,12204.78,2015-12-01,0.0,0.0,274468.0,33.2,30000.0,2.0,92.6,56.0,F3,0.0,0.0,1,13.996180619725251,60,1,125.99848046161112
91132,5436254,12375.0,12375.0, 60 months,22.95,348.51,F,3 years,MORTGAGE,54000.0,Verified,2013-06-01,Charged Off,debt_consolidation,28.53,0.0,1998-12-01,10.0,1.0,5189.0,35.3,7407.92,2014-11-01,1491.33,0.0,197327.0,75.0,12375.0,3.0,92.0,26.0,F1,0.0,0.0,1,17.018829955440562,60,1,173.99946610813365
274231,25447184,8000.0,8000.0, 36 months,19.52,295.36,E,2 years,RENT,30000.0,Source Verified,2014-08-01,Charged Off,credit_card,29.32,0.0,2008-08-01,12.0,0.0,5917.0,81.1,4725.76,2016-01-01,0.0,0.0,31329.0,87.5,8000.0,1.0,100.0,12.0,E2,0.0,0.0,1,17.018829955440562,36,1,71.98505102774185
360354,14600984,30325.0,30325.0, 60 months,18.25,774.19,D,2 years,RENT,72350.0,Verified,2014-04-01,Charged Off,debt_consolidation,20.36,0.0,2005-09-01,16.0,0.0,19612.0,71.1,11651.56,2015-08-01,0.0,0.0,80575.0,73.9,30325.0,0.0,100.0,22.0,D3,0.0,0.0,1,16.000328548840837,60,1,102.96720671882379
267338,26769586,35000.0,35000.0, 60 months,14.49,823.31,C,3 years,MORTGAGE,100000.0,Verified,2014-09-01,Charged Off,debt_consolidation,37.08,0.0,2001-04-01,15.0,0.0,17068.0,52.4,11523.36,2015-05-01,5760.19,0.0,324795.0,52.5,35000.0,1.0,100.0,34.0,C4,0.0,0.0,1,7.950881948294626,60,1,161.02178689500812
227545,27731027,30000.0,30000.0, 60 months,14.49,705.7,C,10+ years,RENT,65000.0,Verified,2014-11-01,Charged Off,credit_card,25.87,0.0,1997-11-01,15.0,0.0,38490.0,72.9,7738.55,2015-10-01,0.0,0.0,59463.0,83.8,30000.0,0.0,100.0,36.0,C4,0.0,0.0,1,10.973531284009939,60,1,203.99597527669974
103110,4299846,20125.0,20125.0, 60 months,17.27,503.09,C,10+ years,MORTGAGE,45000.0,Verified,2013-04-01,Charged Off,debt_consolidation,17.28,0.0,2004-08-01,9.0,0.0,14035.0,58.0,5318.23,2014-05-01,1045.02,0.0,91875.0,79.6,20125.0,1.0,100.0,21.0,C5,0.0,0.0,1,12.977679213125526,60,1,103.98570812542351
375027,13266913,10000.0,10000.0, 60 months,18.25,255.3,D,6 years,MORTGAGE,35000.0,Not Verified,2014-04-01,Charged Off,debt_consolidation,17.59,1.0,2006-08-01,4.0,0.0,4328.0,96.2,4595.4,2015-10-01,0.0,0.0,97541.0,96.2,10000.0,1.0,92.9,14.0,D3,0.0,0.0,1,18.004476477956427,60,1,91.99367543481385
419518,10162297,16825.0,16825.0, 36 months,14.47,578.89,C,2 years,MORTGAGE,42900.0,Not Verified,2014-01-01,Charged Off,debt_consolidation,23.26,0.0,1985-01-01,6.0,0.0,15806.0,91.9,12735.56,2015-11-01,0.0,0.0,25630.0,91.9,16825.0,0.0,92.9,14.0,C2,0.0,0.0,1,21.979917452103738,36,1,347.9989322162673
332946,17874642,25150.0,25150.0, 60 months,20.2,669.13,E,4 years,MORTGAGE,60000.0,Source Verified,2014-06-01,Charged Off,debt_consolidation,18.4,0.0,1997-11-01,9.0,0.0,22114.0,58.3,10197.82,2015-03-01,4175.65,0.0,32101.0,92.6,25100.0,1.0,100.0,17.0,E3,0.0,0.0,1,8.969383354894351,60,1,198.96917801186882
232255,31897868,7150.0,7150.0, 36 months,14.99,247.83,C,2 years,RENT,36000.0,Not Verified,2014-10-01,Charged Off,debt_consolidation,20.97,0.0,2006-10-01,11.0,0.0,7661.0,74.4,1327.72,2015-01-01,590.18,0.0,61685.0,95.1,7150.0,0.0,100.0,15.0,C5,0.0,0.0,1,3.0226493357153124,36,1,96.00197129304503
51124,7088465,18000.0,18000.0, 60 months,24.5,523.07,F,9 years,RENT,40000.0,Verified,2013-09-01,Charged Off,debt_consolidation,24.93,0.0,2003-04-01,10.0,0.0,4262.0,67.7,11209.83,2015-01-01,2816.06,0.0,18077.0,96.4,18000.0,1.0,92.0,14.0,F3,0.0,0.0,1,16.000328548840837,60,1,125.04568882317912
105326,4277950,12000.0,12000.0, 60 months,21.0,324.65,E,4 years,OWN,76000.0,Verified,2013-04-01,Charged Off,credit_card,17.32,0.0,2007-10-01,7.0,0.0,5704.0,68.7,5514.85,2014-09-01,0.0,0.0,48875.0,71.3,12000.0,1.0,91.0,12.0,E2,0.0,0.0,1,17.018829955440562,60,1,66.00546212447894
120832,3379473,16000.0,16000.0, 36 months,17.27,572.6,C,6 years,RENT,62000.0,Verified,2013-02-01,Charged Off,debt_consolidation,15.46,0.0,1997-01-01,17.0,1.0,11012.0,42.5,8499.51,2014-03-01,1635.13,0.0,23326.0,77.0,16000.0,1.0,100.0,21.0,C5,0.0,0.0,1,12.911969444957801,36,1,193.0224439926898
98961,4786935,15250.0,15250.0, 36 months,13.11,514.65,B,10+ years,MORTGAGE,65000.0,Verified,2013-05-01,Charged Off,home_improvement,8.1,0.0,1998-08-01,11.0,1.0,15434.0,70.2,7091.22,2014-01-01,2978.98,0.0,225632.0,55.8,15250.0,0.0,88.0,35.0,B4,0.0,0.0,1,8.049446600546213,36,1,176.98926055976509
144111,1854827,24000.0,24000.0, 60 months,24.83,702.05,G,5 years,MORTGAGE,78000.0,Verified,2012-11-01,Charged Off,debt_consolidation,20.17,1.0,1999-11-01,23.0,0.0,13763.0,93.6,22456.75,2015-07-01,0.0,0.0,267856.0,94.2,23950.0,1.0,83.0,38.0,G2,0.0,0.0,1,31.934947329513953,60,1,156.02784451426106
253004,28813221,8000.0,8000.0, 36 months,10.15,258.71,B,10+ years,RENT,50000.0,Not Verified,2014-10-01,Charged Off,major_purchase,22.8,0.0,1990-08-01,8.0,0.0,13493.0,31.1,3880.65,2016-01-01,0.0,0.0,38326.0,35.2,8000.0,1.0,100.0,16.0,B2,0.0,0.0,1,15.014682026324977,36,1,290.01006180825067
75430,6204708,5000.0,5000.0, 60 months,24.08,144.08,F,10+ years,MORTGAGE,90000.0,Verified,2013-07-01,Charged Off,other,12.87,0.0,1995-06-01,8.0,0.0,1124.0,9.9,2772.9,2014-01-01,1908.42,0.0,326171.0,67.0,5000.0,1.0,100.0,17.0,F2,0.0,0.0,1,6.045298671430625,60,1,217.00650937390913
86566,5695109,20000.0,20000.0, 60 months,23.83,573.39,F,10+ years,RENT,60000.0,Verified,2013-06-01,Charged Off,credit_card,32.98,0.0,1998-06-01,9.0,0.0,22685.0,64.4,23098.39,2013-10-01,20814.35,0.0,57736.0,99.1,20000.0,3.0,100.0,17.0,F5,0.0,0.0,1,4.008295858231175,60,1,180.0119098954804
41162,7615408,23500.0,23500.0, 60 months,15.61,566.62,C,9 years,MORTGAGE,53500.0,Source Verified,2013-10-01,Charged Off,credit_card,17.16,0.0,2002-01-01,8.0,0.0,26524.0,60.6,8067.2,2014-07-01,2968.42,0.0,100887.0,60.6,23500.0,0.0,100.0,13.0,C3,0.0,0.0,1,8.969383354894351,60,1,140.98030760385222
103250,4454998,20000.0,20000.0, 60 months,23.28,567.04,F,8 years,MORTGAGE,75232.0,Verified,2013-04-01,Charged Off,debt_consolidation,15.39,0.0,2003-12-01,9.0,0.0,7572.0,65.9,8093.17,2014-06-01,1231.99,0.0,232284.0,45.6,20000.0,0.0,100.0,17.0,F2,0.0,0.0,1,13.996180619725251,60,1,112.00229984188587
158459,1496671,18825.0,18825.0, 36 months,13.11,635.29,B,6 years,RENT,48000.0,Not Verified,2012-09-01,Charged Off,debt_consolidation,12.13,0.0,2006-08-01,17.0,0.0,8239.0,31.0,10049.460000000001,2013-10-01,1796.41,0.0,15038.0,50.6,18825.0,0.0,100.0,24.0,B4,0.0,0.0,1,12.977679213125526,36,1,73.03640731842543
156286,1523669,5500.0,5500.0, 36 months,8.9,174.65,A,< 1 year,RENT,21000.0,Not Verified,2012-09-01,Charged Off,debt_consolidation,9.26,0.0,1997-12-01,8.0,0.0,4480.0,35.6,3659.49,2014-06-01,0.0,0.0,12605.0,35.6,5500.0,0.0,100.0,13.0,A5,0.0,0.0,1,20.961416045504013,36,1,177.02211544384895
422162,10120242,11150.0,11150.0, 60 months,14.47,262.17,C,,RENT,36500.0,Source Verified,2014-01-01,Charged Off,credit_card,9.77,0.0,1997-07-01,6.0,0.0,6707.0,59.9,6213.41,2015-11-01,1530.87,0.0,8448.0,68.7,11150.0,1.0,100.0,15.0,C2,0.0,0.0,1,21.979917452103738,60,1,198.0492412575207
416864,10565914,8000.0,8000.0, 36 months,10.99,261.88,B,10+ years,RENT,90000.0,Source Verified,2014-01-01,Charged Off,debt_consolidation,16.7,0.0,1992-12-01,12.0,0.0,16496.0,73.3,3703.16,2014-12-01,823.8,0.0,36057.0,96.9,7950.0,0.0,95.8,25.0,B2,0.0,0.0,1,10.973531284009939,36,1,253.01546232982196
141567,2082998,12000.0,12000.0, 36 months,18.49,436.79,D,7 years,RENT,45000.0,Verified,2012-11-01,Charged Off,debt_consolidation,30.21,1.0,1999-09-01,12.0,0.0,24470.0,72.6,1952.83,2013-03-01,645.43,0.0,33215.0,93.2,12000.0,0.0,97.0,39.0,D2,0.0,0.0,1,3.942586090063451,36,1,158.03199244337665
412981,10153401,10975.0,10975.0, 36 months,16.24,387.16,C,10+ years,RENT,40000.0,Not Verified,2014-01-01,Charged Off,debt_consolidation,16.74,0.0,1982-04-01,6.0,0.0,4786.0,76.0,7681.32,2015-05-01,1486.76,0.0,13919.0,90.5,10975.0,1.0,92.3,13.0,C5,0.0,0.0,1,15.934618780673114,36,1,381.05094560463255
75930,5960456,10000.0,10000.0, 36 months,18.25,362.78,D,10+ years,MORTGAGE,40500.0,Verified,2013-07-01,Charged Off,debt_consolidation,23.17,0.0,2000-01-01,8.0,0.0,18180.0,90.1,10352.799999999997,2016-03-01,0.0,0.0,88893.0,98.3,10000.0,1.0,100.0,12.0,D2,0.0,0.0,1,32.000657097681675,36,1,161.9745785334401
213100,34353551,12000.0,12000.0, 60 months,19.99,317.86,E,10+ years,MORTGAGE,57000.0,Source Verified,2014-11-01,Charged Off,debt_consolidation,33.43,0.0,2000-09-01,21.0,0.0,25128.0,74.3,4230.28,2015-06-01,2038.58,0.0,175430.0,89.6,12000.0,0.0,100.0,46.0,E3,0.0,283.0,1,6.965235425778763,60,1,169.99117024990247
145971,1676355,24175.0,24175.0, 36 months,14.33,830.13,C,< 1 year,RENT,70000.0,Source Verified,2012-11-01,Charged Off,debt_consolidation,15.3,0.0,2005-11-01,11.0,0.0,13846.0,77.8,10791.69,2013-12-01,13.52,0.0,52867.0,77.8,24175.0,0.0,100.0,21.0,C1,0.0,0.0,1,12.977679213125526,36,1,84.00993860243537
411431,10717120,6000.0,6000.0, 36 months,12.85,201.74,B,,OWN,21000.0,Source Verified,2014-01-01,Charged Off,credit_card,10.91,0.0,2002-04-01,7.0,0.0,5760.0,50.5,4325.34,2015-09-01,492.28,0.0,5760.0,78.8,6000.0,1.0,93.7,17.0,B4,0.0,0.0,1,19.975769522988152,36,1,141.04601737201995
357888,15419564,15000.0,15000.0, 36 months,7.62,467.43,A,10+ years,OWN,132110.0,Verified,2014-04-01,Charged Off,credit_card,20.82,0.0,1998-08-01,7.0,0.0,45622.0,96.9,7286.65,2015-06-01,1210.06,0.0,82950.0,97.0,15000.0,0.0,94.4,18.0,A3,0.0,0.0,1,13.996180619725251,36,1,187.99564672785888
75839,5948737,4450.0,4450.0, 36 months,17.56,159.9,D,1 year,OWN,15500.0,Verified,2013-07-01,Charged Off,debt_consolidation,20.04,0.0,2006-12-01,5.0,0.0,9311.0,88.7,2372.58,2014-07-01,455.74,0.0,9311.0,85.4,4450.0,1.0,100.0,9.0,D1,0.0,0.0,1,11.992032690609664,36,1,78.98314133760447
142370,2085356,1000.0,1000.0, 36 months,8.9,31.76,A,5 years,MORTGAGE,32411.0,Verified,2012-11-01,Charged Off,credit_card,18.99,0.0,1986-12-01,10.0,0.0,19095.0,63.0,697.07,2014-09-01,0.0,0.0,202390.0,26.6,1000.0,1.0,100.0,16.0,A5,0.0,0.0,1,21.979917452103738,36,1,311.03718762192244
60840,6385631,18600.0,18600.0, 60 months,16.78,460.07,C,9 years,RENT,70000.0,Verified,2013-09-01,Charged Off,credit_card,21.58,0.0,1998-03-01,10.0,0.0,26792.0,70.9,12153.46,2015-06-01,2492.24,0.0,78166.0,80.7,18600.0,0.0,96.0,32.0,C5,0.0,322.0,1,20.961416045504013,60,1,186.05720856691102
205640,35104630,6000.0,6000.0, 36 months,8.67,189.88,B,10+ years,RENT,72000.0,Verified,2014-11-01,Charged Off,debt_consolidation,2.97,0.0,1997-11-01,9.0,1.0,3092.0,33.6,1245.65,2015-02-01,678.9,0.0,3092.0,45.1,6000.0,3.0,96.3,31.0,B1,0.0,0.0,1,3.0226493357153124,36,1,203.99597527669974
340096,17233194,6000.0,6000.0, 36 months,13.98,205.01,C,6 years,RENT,32000.0,Source Verified,2014-05-01,Charged Off,debt_consolidation,33.61,0.0,2008-08-01,11.0,0.0,8883.0,42.9,3895.19,2016-01-01,0.0,0.0,31945.0,52.9,6000.0,1.0,100.0,15.0,C3,0.0,0.0,1,20.041479291155877,36,1,68.96240169202653
13615,9135109,15000.0,15000.0, 60 months,12.99,341.22,B,< 1 year,MORTGAGE,55000.0,Verified,2013-12-01,Charged Off,credit_card,14.1,0.0,1999-12-01,8.0,0.0,11150.0,70.2,8487.71,2015-07-01,2007.57,0.0,186372.0,72.3,15000.0,0.0,94.7,21.0,B4,0.0,0.0,1,18.957268116388427,60,1,168.01987720487074
68090,6385814,16000.0,16000.0, 36 months,11.55,528.0,B,1 year,RENT,100000.0,Verified,2013-08-01,Charged Off,credit_card,16.03,0.0,2001-10-01,8.0,0.0,21367.0,77.4,6969.34,2014-06-01,1696.72,0.0,38775.0,82.8,15950.0,0.0,100.0,19.0,B3,0.0,0.0,1,9.987884761494076,36,1,141.99880901045196
415299,10514940,10800.0,10800.0, 60 months,18.25,275.72,D,8 years,MORTGAGE,60000.0,Verified,2014-01-01,Charged Off,credit_card,23.86,0.0,1999-05-01,10.0,0.0,19555.0,58.4,3860.08,2015-05-01,0.0,0.0,140326.0,97.0,10800.0,1.0,100.0,39.0,D3,0.0,0.0,1,15.934618780673114,60,1,176.06932380541696
408606,11256125,26400.0,26400.0, 60 months,22.4,735.16,E,9 years,RENT,72000.0,Verified,2014-01-01,Charged Off,debt_consolidation,23.85,2.0,2000-08-01,22.0,0.0,20356.0,61.5,10862.67,2015-03-01,3481.39,0.0,91769.0,65.4,26375.0,2.0,94.1,36.0,E3,0.0,0.0,1,13.930470851557526,60,1,161.02178689500812
222725,33410474,15000.0,15000.0, 36 months,12.49,501.74,B,2 years,MORTGAGE,76000.0,Not Verified,2014-10-01,Default,debt_consolidation,6.17,0.0,1986-05-01,5.0,1.0,1643.0,82.0,7505.28,2016-02-01,0.0,9420.48,8910.0,82.0,14900.0,4.0,85.0,34.0,B5,0.0,0.0,1,16.0331834329247,36,1,341.03369679048853
271042,26298369,7200.0,7200.0, 36 months,18.24,261.17,D,8 years,RENT,40000.0,Source Verified,2014-09-01,Charged Off,moving,17.91,0.0,2005-06-01,5.0,0.0,1767.0,58.9,3134.04,2015-09-01,0.0,0.0,46154.0,84.9,7200.0,0.0,100.0,7.0,D5,0.0,0.0,1,11.992032690609664,36,1,111.01665331937001
93204,5254920,4000.0,4000.0, 36 months,15.31,139.27,C,5 years,OWN,48000.0,Verified,2013-05-01,Charged Off,debt_consolidation,20.45,0.0,2000-10-01,10.0,0.0,4629.0,38.6,4177.47,2016-02-01,0.0,0.0,283112.0,45.0,4000.0,3.0,84.0,26.0,C2,0.0,0.0,1,33.05201338836527,36,1,150.9681923653463
404902,11418670,18000.0,18000.0, 60 months,14.98,428.03,C,10+ years,MORTGAGE,76835.63,Verified,2014-02-01,Charged Off,credit_card,22.43,0.0,1984-07-01,15.0,0.0,34957.0,68.1,8920.2599999999,2015-03-01,3355.87,0.0,136392.0,70.8,18000.0,2.0,100.0,49.0,C3,0.0,0.0,1,12.911969444957801,60,1,355.06273229429763
282579,24026317,20000.0,20000.0, 36 months,12.99,673.79,C,10+ years,RENT,61000.0,Source Verified,2014-08-01,Charged Off,debt_consolidation,23.02,0.0,2003-03-01,7.0,0.0,14138.0,75.2,10301.6,2015-08-01,2216.12,0.0,61549.0,76.1,20000.0,1.0,100.0,20.0,C1,0.0,0.0,1,11.992032690609664,36,1,137.0377215137888
281003,24835166,20000.0,20000.0, 36 months,12.49,668.98,B,< 1 year,RENT,50000.0,Source Verified,2014-08-01,Charged Off,credit_card,25.47,0.0,2004-05-01,15.0,0.0,16756.0,48.9,6020.82,2015-05-01,0.0,0.0,63943.0,77.0,20000.0,1.0,100.0,53.0,B5,0.0,0.0,1,8.969383354894351,36,1,123.00868600997967
4325,9848072,21500.0,21500.0, 36 months,13.53,729.93,B,3 years,RENT,49222.0,Verified,2013-12-01,Charged Off,credit_card,34.9,0.0,2005-03-01,19.0,0.0,28907.0,43.7,2919.72,2014-04-01,0.0,0.0,62172.0,47.2,21500.0,0.0,100.0,33.0,B5,0.0,0.0,1,3.975440974147313,36,1,105.0370644161071
365239,14618731,10200.0,10200.0, 36 months,15.61,356.65,C,6 years,MORTGAGE,72000.0,Source Verified,2014-04-01,Charged Off,debt_consolidation,10.68,0.0,2003-11-01,12.0,0.0,5740.0,35.9,8034.51,2015-04-01,689.25,0.0,16321.0,39.7,10200.0,2.0,88.6,45.0,C5,0.0,0.0,1,11.992032690609664,36,1,124.9799790550114
333335,17092987,13400.0,13400.0, 60 months,15.61,323.1,D,10+ years,MORTGAGE,32000.0,Source Verified,2014-06-01,Charged Off,credit_card,25.06,0.0,2001-07-01,12.0,0.0,23403.0,57.1,6138.9,2016-01-01,0.0,0.0,23403.0,66.7,13400.0,0.0,100.0,26.0,D1,0.0,0.0,1,19.022977884556152,60,1,155.00934310766135
290138,23253040,8925.0,8925.0, 36 months,15.61,312.07,D,10+ years,RENT,55000.0,Source Verified,2014-07-01,Charged Off,other,25.51,0.0,2006-10-01,10.0,0.0,4706.0,59.6,1840.26,2014-10-01,1216.12,0.0,50638.0,28.8,8925.0,0.0,100.0,26.0,D1,0.0,0.0,1,3.0226493357153124,36,1,92.97932195732972
316010,20128312,4000.0,4000.0, 36 months,12.99,134.76,C,2 years,RENT,14232.0,Not Verified,2014-07-01,Charged Off,debt_consolidation,18.72,0.0,2009-05-01,10.0,0.0,1596.0,76.0,2290.92,2015-12-01,0.0,0.0,18085.0,76.0,4000.0,0.0,100.0,11.0,C1,0.0,0.0,1,17.018829955440562,36,1,61.99716626624777
56509,6877263,20000.0,20000.0, 36 months,12.35,667.64,B,2 years,MORTGAGE,160000.0,Verified,2013-09-01,Charged Off,home_improvement,10.67,0.0,2003-03-01,9.0,1.0,3402.0,24.3,14838.0,2015-01-01,4162.31,0.0,132379.0,37.5,20000.0,0.0,100.0,40.0,B4,0.0,0.0,1,16.000328548840837,36,1,126.06419022977884
306339,20849463,18000.0,18000.0, 60 months,13.35,412.79,C,10+ years,RENT,71000.0,Source Verified,2014-07-01,Charged Off,credit_card,25.73,0.0,1986-08-01,12.0,1.0,16239.0,63.2,15152.63,2015-09-01,9373.57,0.0,44957.0,85.1,18000.0,0.0,100.0,38.0,C2,0.0,0.0,1,14.029035503809114,60,1,334.9883981190579
35965,7680277,15000.0,15000.0, 60 months,24.5,435.89,F,5 years,MORTGAGE,50200.0,Source Verified,2013-10-01,Charged Off,vacation,30.91,0.0,2003-09-01,16.0,0.0,10952.0,23.5,1306.77,2014-01-01,0.0,0.0,135696.0,47.4,15000.0,3.0,100.0,43.0,F3,0.0,0.0,1,3.0226493357153124,60,1,121.00453808086408
1273,10177613,10000.0,10000.0, 36 months,14.98,346.56,C,10+ years,RENT,65000.0,Verified,2013-12-01,Charged Off,debt_consolidation,12.3,0.0,2004-03-01,9.0,0.0,8044.0,59.1,5444.82,2015-01-01,1286.86,0.0,23980.0,76.0,10000.0,2.0,100.0,17.0,C3,0.0,0.0,1,13.010534097209389,36,1,117.02909710671678
332493,18164334,5850.0,5850.0, 36 months,18.99,214.41,E,8 years,RENT,28300.0,Verified,2014-06-01,Charged Off,other,27.61,0.0,1994-10-01,6.0,0.0,13388.0,59.0,3772.63,2016-02-01,556.48,0.0,20718.0,83.7,5850.0,1.0,100.0,10.0,E1,0.0,0.0,1,20.041479291155877,36,1,235.9966323743814
72577,6224729,12000.0,12000.0, 36 months,10.64,390.83,B,2 years,RENT,63500.0,Not Verified,2013-07-01,Charged Off,debt_consolidation,13.19,1.0,2001-06-01,9.0,0.0,11461.0,49.0,11724.099999999999,2016-03-01,0.0,0.0,11789.0,66.8,12000.0,0.0,96.0,25.0,B2,0.0,0.0,1,32.000657097681675,36,1,144.9886034620834
310535,6190481,31975.0,31975.0, 60 months,16.99,794.49,D,4 years,MORTGAGE,92000.0,Verified,2014-07-01,Charged Off,home_improvement,25.46,0.0,1993-03-01,10.0,0.0,44812.0,71.7,12711.84,2015-11-01,0.0,0.0,215729.0,77.4,31975.0,1.0,100.0,29.0,D3,0.0,0.0,1,16.0331834329247,60,1,256.0052567814534
