,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity
16741,-119.39,36.54,30.0,1408.0,326.0,1184.0,324.0,1.7165,INLAND
2842,-121.86,40.77,17.0,2816.0,639.0,1027.0,406.0,2.503,INLAND
16465,-117.8,33.79,13.0,2021.0,362.0,1081.0,341.0,4.3269,<1H OCEAN
3446,-122.3,38.29,48.0,2278.0,477.0,1219.0,453.0,2.9643,NEAR BAY
11212,-120.05,34.47,21.0,1241.0,248.0,746.0,211.0,3.8056,NEAR OCEAN
3896,-122.51,37.89,27.0,2674.0,565.0,1233.0,547.0,3.4485,NEAR BAY
12619,-118.13,33.9,38.0,1475.0,269.0,827.0,265.0,4.7663,<1H OCEAN
11316,-122.84,38.07,31.0,1858.0,367.0,701.0,297.0,3.8269,NEAR OCEAN
11552,-121.35,38.02,15.0,3583.0,644.0,2183.0,643.0,3.428,INLAND
433,-117.18,33.16,15.0,5923.0,1206.0,3943.0,1006.0,3.1793,<1H OCEAN
14983,-117.57,34.13,5.0,6135.0,879.0,2795.0,781.0,5.9369,INLAND
1448,-117.24,32.81,33.0,1588.0,289.0,683.0,301.0,5.4103,NEAR OCEAN
11804,-122.07,37.57,8.0,8647.0,1407.0,5019.0,1379.0,6.5615,NEAR BAY
14898,-118.66,34.1,12.0,2560.0,365.0,907.0,366.0,10.076,NEAR OCEAN
18802,-122.07,37.99,28.0,3310.0,574.0,1811.0,597.0,4.5401,NEAR BAY
12833,-120.19,39.32,16.0,1536.0,298.0,646.0,208.0,2.3594,INLAND
8243,-118.14,34.17,34.0,2384.0,604.0,2073.0,540.0,2.3062,<1H OCEAN
9219,-118.34,33.89,36.0,2392.0,444.0,1346.0,445.0,6.0088,<1H OCEAN
4801,-118.02,33.94,23.0,4815.0,1081.0,3232.0,1016.0,3.488,<1H OCEAN
15176,-118.23,33.8,26.0,239.0,135.0,165.0,112.0,1.3333,NEAR OCEAN
17007,-118.16,34.6,5.0,7294.0,1139.0,3123.0,930.0,4.9904,INLAND
4794,-121.31,37.93,21.0,1556.0,314.0,1140.0,304.0,2.4667,INLAND
718,-118.17,34.03,41.0,2099.0,530.0,2325.0,528.0,2.1979,<1H OCEAN
8058,-122.27,37.77,52.0,2252.0,388.0,1033.0,434.0,5.5337,NEAR BAY
9546,-121.76,37.68,52.0,2157.0,418.0,929.0,419.0,3.7301,INLAND
16766,-116.54,33.87,16.0,3648.0,1035.0,1687.0,581.0,1.9167,INLAND
14299,-118.19,34.13,52.0,2012.0,458.0,1314.0,434.0,3.925,<1H OCEAN
2091,-117.03,33.13,15.0,7000.0,1185.0,3555.0,1118.0,4.7022,<1H OCEAN
17799,-118.13,33.93,19.0,1793.0,447.0,1222.0,452.0,2.6862,<1H OCEAN
12860,-119.02,35.3,10.0,7397.0,1369.0,4611.0,1310.0,3.6369,INLAND
18149,-118.37,34.18,36.0,1608.0,373.0,1217.0,374.0,2.9728,<1H OCEAN
1290,-123.79,39.44,49.0,2290.0,482.0,1201.0,479.0,3.5,<1H OCEAN
3328,-117.97,33.94,36.0,1870.0,338.0,947.0,324.0,4.1205,<1H OCEAN
6250,-118.27,33.92,36.0,1465.0,346.0,1147.0,324.0,1.7262,<1H OCEAN
14572,-121.44,38.56,52.0,906.0,165.0,257.0,166.0,2.8542,INLAND
17013,-118.35,34.16,45.0,1390.0,281.0,538.0,270.0,4.2212,<1H OCEAN
5612,-117.92,33.77,28.0,3614.0,960.0,3282.0,889.0,3.522,<1H OCEAN
3762,-119.04,36.07,26.0,2185.0,435.0,1108.0,419.0,2.2277,INLAND
13478,-122.22,37.79,37.0,2343.0,574.0,1608.0,523.0,2.1494,NEAR BAY
11577,-121.96,37.28,28.0,5018.0,1066.0,2846.0,998.0,4.0174,<1H OCEAN
8053,-122.14,37.74,52.0,1071.0,201.0,440.0,192.0,4.0662,NEAR BAY
161,-117.87,33.72,39.0,3167.0,669.0,2789.0,619.0,3.5902,<1H OCEAN
5455,-117.14,32.8,35.0,1267.0,212.0,710.0,204.0,2.5368,NEAR OCEAN
17739,-119.79,36.82,25.0,2330.0,462.0,1215.0,467.0,3.2143,INLAND
20638,-121.32,39.43,18.0,1860.0,409.0,741.0,349.0,1.8672,INLAND
9670,-117.99,33.89,23.0,2111.0,306.0,979.0,288.0,8.5621,<1H OCEAN
4594,-117.89,34.01,23.0,4535.0,955.0,3881.0,930.0,3.6275,<1H OCEAN
10097,-118.05,33.72,17.0,1875.0,472.0,900.0,406.0,5.2589,<1H OCEAN
5562,-115.52,32.98,32.0,1615.0,382.0,1307.0,345.0,1.4583,INLAND
19406,-117.95,33.87,35.0,1854.0,383.0,1115.0,381.0,4.4784,<1H OCEAN
11688,-121.25,37.97,41.0,855.0,189.0,716.0,206.0,2.0375,INLAND
18958,-122.43,37.72,50.0,2912.0,562.0,1989.0,537.0,3.6667,NEAR BAY
15362,-121.92,40.52,13.0,4581.0,881.0,1799.0,734.0,2.2993,INLAND
3537,-120.55,38.45,17.0,2277.0,474.0,767.0,356.0,2.5208,INLAND
713,-118.09,34.16,45.0,2199.0,358.0,942.0,353.0,5.0393,INLAND
14582,-117.01,32.76,34.0,3415.0,608.0,1464.0,593.0,4.0549,<1H OCEAN
3998,-119.23,34.46,34.0,9280.0,1765.0,4514.0,1693.0,3.2026,<1H OCEAN
379,-118.31,33.93,43.0,1834.0,292.0,997.0,295.0,4.9464,<1H OCEAN
56,-122.28,37.82,52.0,1238.0,288.0,622.0,259.0,1.5057,NEAR BAY
19234,-117.28,34.68,28.0,1932.0,421.0,1156.0,404.0,1.8958,INLAND
3403,-122.4,37.71,47.0,1649.0,328.0,1183.0,356.0,3.3625,NEAR BAY
495,-114.59,34.83,41.0,812.0,,375.0,158.0,1.7083,INLAND
8564,-122.26,37.87,52.0,2773.0,998.0,1721.0,949.0,1.1859,NEAR BAY
9487,-122.01,37.95,8.0,3866.0,539.0,1555.0,513.0,6.0901,NEAR BAY
15411,-118.12,34.01,33.0,1956.0,478.0,1472.0,464.0,1.9867,<1H OCEAN
13085,-120.91,38.62,12.0,4545.0,748.0,2033.0,718.0,4.1843,INLAND
9783,-122.24,38.12,42.0,1625.0,255.0,578.0,243.0,4.0114,NEAR BAY
231,-122.58,38.58,32.0,2723.0,637.0,1549.0,556.0,2.3942,INLAND
20307,-119.44,36.61,17.0,1531.0,280.0,775.0,246.0,3.9073,INLAND
13867,-118.25,34.11,43.0,2230.0,583.0,1667.0,543.0,2.8667,<1H OCEAN
8180,-119.0,35.31,37.0,1337.0,275.0,767.0,273.0,1.6522,INLAND
14972,-119.75,34.43,23.0,2982.0,837.0,1317.0,787.0,3.3776,NEAR OCEAN
19351,-124.11,40.81,23.0,959.0,212.0,425.0,175.0,2.5536,NEAR OCEAN
18916,-122.49,37.76,52.0,1382.0,230.0,708.0,279.0,5.8096,NEAR BAY
11673,-118.13,33.79,45.0,2317.0,448.0,1057.0,428.0,4.375,NEAR OCEAN
19902,-118.98,34.4,34.0,1328.0,244.0,795.0,227.0,4.4219,<1H OCEAN
11117,-122.26,37.88,52.0,2604.0,837.0,1798.0,769.0,1.725,NEAR BAY
4922,-117.41,34.0,26.0,2372.0,621.0,1647.0,612.0,1.4719,INLAND
5493,-122.56,38.41,20.0,1151.0,211.0,478.0,183.0,5.93,<1H OCEAN
18013,-118.83,34.14,16.0,1316.0,194.0,450.0,173.0,10.1597,NEAR OCEAN
3480,-118.17,33.96,25.0,3297.0,1066.0,5027.0,1041.0,2.2817,<1H OCEAN
13688,-122.44,37.77,52.0,3505.0,745.0,1374.0,714.0,4.3667,NEAR BAY
3844,-117.05,32.8,23.0,3309.0,401.0,1116.0,386.0,7.916,<1H OCEAN
5175,-121.82,37.25,24.0,3344.0,531.0,1768.0,541.0,5.8305,<1H OCEAN
2716,-118.52,34.32,18.0,7498.0,976.0,3189.0,955.0,8.1248,<1H OCEAN
19925,-120.42,34.96,19.0,2298.0,511.0,1246.0,513.0,2.212,<1H OCEAN
16964,-122.0,38.03,4.0,2341.0,408.0,1235.0,431.0,6.0424,INLAND
6418,-116.19,33.67,16.0,1859.0,476.0,1994.0,477.0,1.7297,INLAND
16015,-118.36,34.08,45.0,2195.0,483.0,1265.0,455.0,3.3864,<1H OCEAN
20249,-117.17,33.66,2.0,7401.0,1187.0,2826.0,839.0,4.1386,<1H OCEAN
8622,-118.22,33.8,33.0,1984.0,477.0,1764.0,440.0,3.875,NEAR OCEAN
1413,-119.0,35.36,39.0,896.0,217.0,805.0,197.0,1.25,INLAND
12209,-118.26,33.78,36.0,2191.0,739.0,2931.0,692.0,2.1311,NEAR OCEAN
4053,-120.93,37.67,6.0,3491.0,657.0,2075.0,644.0,3.3844,INLAND
12466,-118.38,34.18,32.0,3553.0,1060.0,3129.0,1010.0,2.5603,<1H OCEAN
16980,-121.31,38.62,31.0,3114.0,430.0,1121.0,456.0,6.244,INLAND
4342,-121.98,37.36,33.0,1582.0,272.0,809.0,267.0,5.7059,<1H OCEAN
15470,-117.61,33.44,17.0,2036.0,272.0,713.0,265.0,6.5954,NEAR OCEAN
9453,-118.02,34.09,24.0,2080.0,514.0,1976.0,478.0,2.6917,INLAND
12246,-118.2,33.88,40.0,2945.0,725.0,2858.0,690.0,3.2368,<1H OCEAN
10828,-118.13,33.82,44.0,1619.0,280.0,815.0,284.0,5.5449,<1H OCEAN
19671,-118.86,34.19,29.0,1326.0,185.0,586.0,187.0,6.5474,<1H OCEAN
10411,-122.46,37.71,52.0,1642.0,351.0,1138.0,340.0,4.1406,NEAR OCEAN
7357,-118.15,33.86,34.0,2403.0,413.0,1385.0,386.0,4.4934,<1H OCEAN
18075,-118.47,33.99,34.0,1875.0,501.0,1491.0,526.0,2.8417,<1H OCEAN
7781,-117.11,32.67,52.0,280.0,71.0,217.0,71.0,1.4844,NEAR OCEAN
8337,-118.34,34.16,25.0,6082.0,1763.0,2616.0,1644.0,3.6486,<1H OCEAN
20303,-117.59,33.61,3.0,2993.0,429.0,991.0,390.0,10.0765,<1H OCEAN
15160,-120.97,37.68,16.0,2493.0,535.0,1370.0,504.0,3.3368,INLAND
12194,-118.12,34.17,52.0,2948.0,542.0,1363.0,495.0,4.7098,INLAND
9324,-117.03,32.82,16.0,1765.0,289.0,743.0,280.0,4.9744,<1H OCEAN
16703,-117.92,33.61,37.0,1244.0,173.0,394.0,154.0,10.3682,<1H OCEAN
2679,-118.37,34.16,11.0,2901.0,871.0,1659.0,789.0,3.1106,<1H OCEAN
6821,-121.84,39.73,52.0,857.0,232.0,520.0,198.0,0.987,INLAND
9789,-122.33,40.48,26.0,695.0,126.0,319.0,124.0,3.2788,INLAND
17662,-122.27,38.0,15.0,1216.0,166.0,572.0,178.0,5.8418,NEAR BAY
1687,-118.04,34.1,39.0,2302.0,412.0,1590.0,406.0,4.8017,INLAND
19899,-117.3,34.13,52.0,1859.0,395.0,968.0,333.0,1.2034,INLAND
18887,-119.73,36.72,26.0,2645.0,1005.0,1660.0,991.0,0.6991,INLAND
16902,-119.78,36.31,14.0,1287.0,291.0,737.0,269.0,3.1667,INLAND
14128,-121.33,38.61,21.0,2453.0,518.0,1326.0,505.0,2.7079,INLAND
20618,-121.55,39.06,25.0,1332.0,247.0,726.0,226.0,2.25,INLAND
11576,-120.96,37.51,30.0,1288.0,237.0,720.0,233.0,2.3864,INLAND
7594,-119.78,36.73,52.0,1377.0,319.0,1280.0,259.0,1.2344,INLAND
7958,-122.32,38.01,26.0,3054.0,492.0,1495.0,496.0,4.6944,NEAR BAY
3990,-120.91,38.73,11.0,5460.0,859.0,2645.0,838.0,4.835,INLAND
3629,-117.09,32.62,34.0,1576.0,364.0,1153.0,381.0,2.1955,NEAR OCEAN
3751,-122.07,37.93,45.0,1544.0,244.0,614.0,238.0,5.0255,NEAR BAY
15941,-121.87,37.1,20.0,1918.0,304.0,798.0,302.0,7.5755,<1H OCEAN
1944,-117.97,33.68,26.0,1616.0,292.0,700.0,241.0,5.5105,<1H OCEAN
15513,-120.66,35.29,23.0,1932.0,487.0,1380.0,472.0,1.9647,NEAR OCEAN
16495,-118.19,33.79,29.0,3497.0,1096.0,2994.0,919.0,1.8109,NEAR OCEAN
13974,-121.68,37.0,19.0,3754.0,588.0,1692.0,550.0,6.7644,<1H OCEAN
1454,-121.85,37.28,17.0,4208.0,954.0,1476.0,904.0,2.3971,<1H OCEAN
7369,-118.12,34.14,25.0,3420.0,977.0,1718.0,947.0,3.1033,<1H OCEAN
5990,-118.41,34.19,37.0,1993.0,425.0,939.0,400.0,2.8021,<1H OCEAN
11107,-117.3,33.06,24.0,2171.0,511.0,870.0,442.0,3.194,NEAR OCEAN
20613,-121.55,39.09,31.0,1728.0,365.0,1167.0,384.0,1.4958,INLAND
13043,-118.22,34.09,45.0,1072.0,275.0,996.0,243.0,2.8194,<1H OCEAN
11619,-119.61,36.94,14.0,863.0,151.0,315.0,135.0,4.2679,INLAND
13578,-118.36,33.96,21.0,1802.0,556.0,1286.0,557.0,2.7284,<1H OCEAN
7588,-122.22,37.78,50.0,1776.0,473.0,1807.0,440.0,1.7276,NEAR BAY
14726,-122.46,37.69,26.0,4302.0,1125.0,3320.0,1100.0,3.4375,NEAR OCEAN
3267,-118.22,34.14,50.0,3657.0,708.0,1725.0,644.0,5.5456,<1H OCEAN
19967,-119.68,36.83,11.0,2455.0,344.0,1110.0,339.0,6.1133,INLAND
5974,-122.5,37.77,52.0,2299.0,441.0,1252.0,415.0,5.0562,NEAR BAY
2128,-122.07,37.71,36.0,2879.0,480.0,1235.0,455.0,4.9801,NEAR BAY
10777,-116.79,32.84,12.0,4281.0,786.0,1891.0,721.0,3.5769,<1H OCEAN
8130,-121.28,37.95,46.0,1026.0,330.0,1109.0,333.0,1.2904,INLAND
5895,-118.74,34.26,27.0,3467.0,545.0,1798.0,493.0,4.8717,<1H OCEAN
619,-117.97,33.66,14.0,6090.0,1338.0,1974.0,1248.0,2.8061,<1H OCEAN
16008,-121.09,38.68,15.0,5218.0,711.0,1949.0,659.0,4.7083,INLAND
17319,-118.4,34.02,19.0,7297.0,2331.0,3870.0,2144.0,3.116,<1H OCEAN
18064,-118.48,34.03,32.0,1793.0,476.0,1143.0,448.0,2.8981,<1H OCEAN
3186,-122.08,37.68,15.0,3051.0,685.0,1479.0,668.0,3.5295,NEAR BAY
13209,-116.86,33.84,18.0,521.0,118.0,174.0,74.0,2.7788,INLAND
6781,-121.27,38.12,37.0,2232.0,504.0,1455.0,471.0,2.5587,INLAND
4020,-118.56,34.19,34.0,1237.0,242.0,671.0,221.0,3.9615,<1H OCEAN
884,-118.1,34.57,7.0,20377.0,4335.0,11973.0,3933.0,3.3086,INLAND
11298,-118.26,33.99,30.0,1702.0,443.0,1966.0,442.0,1.5521,<1H OCEAN
13675,-121.96,37.27,31.0,3347.0,589.0,1566.0,597.0,5.5151,<1H OCEAN
2536,-118.27,33.87,21.0,6108.0,1130.0,3244.0,1113.0,4.2768,<1H OCEAN
18148,-116.94,32.82,35.0,1737.0,285.0,826.0,294.0,3.2411,<1H OCEAN
11592,-117.98,33.9,6.0,1537.0,347.0,506.0,280.0,4.8264,<1H OCEAN
4509,-118.3,34.16,40.0,1875.0,460.0,869.0,438.0,3.2321,<1H OCEAN
17268,-122.09,37.21,15.0,1969.0,332.0,822.0,324.0,7.8774,<1H OCEAN
9261,-121.49,38.54,37.0,1655.0,393.0,841.0,355.0,1.6932,INLAND
16338,-122.03,38.24,16.0,1104.0,164.0,495.0,156.0,5.4074,INLAND
10414,-118.35,34.04,38.0,1626.0,375.0,1019.0,372.0,2.3687,<1H OCEAN
8043,-117.75,34.09,36.0,3094.0,556.0,1672.0,545.0,4.2143,INLAND
4031,-122.54,38.14,16.0,4431.0,603.0,1659.0,630.0,7.5412,NEAR BAY
5611,-118.19,33.91,33.0,915.0,225.0,826.0,212.0,2.7708,<1H OCEAN
13098,-119.22,35.68,16.0,2874.0,677.0,3078.0,651.0,1.8843,INLAND
19563,-117.25,34.15,30.0,1770.0,380.0,990.0,348.0,3.3,INLAND
16231,-120.35,37.31,17.0,605.0,159.0,416.0,83.0,2.0,INLAND
2505,-120.61,35.12,31.0,1486.0,345.0,823.0,322.0,2.6974,<1H OCEAN
38,-122.26,37.83,52.0,1470.0,330.0,689.0,309.0,3.48,NEAR BAY
1830,-117.9,33.64,36.0,2017.0,357.0,850.0,348.0,5.0532,<1H OCEAN
3475,-118.44,34.21,20.0,5756.0,1477.0,4031.0,1369.0,3.2448,<1H OCEAN
3487,-119.86,34.38,26.0,1626.0,375.0,1580.0,359.0,2.1471,NEAR OCEAN
20046,-122.38,40.67,10.0,2281.0,444.0,1274.0,438.0,2.212,INLAND
19920,-117.33,33.16,29.0,3559.0,552.0,1533.0,545.0,4.0585,NEAR OCEAN
12321,-118.07,33.9,42.0,1007.0,224.0,776.0,228.0,3.8672,<1H OCEAN
20216,-118.95,35.32,29.0,3480.0,608.0,2007.0,541.0,3.2738,INLAND
14659,-121.02,37.68,25.0,3262.0,588.0,1834.0,578.0,3.996,INLAND
17356,-117.88,33.78,26.0,3141.0,670.0,1572.0,724.0,3.3472,<1H OCEAN
11141,-117.9,33.74,24.0,1435.0,494.0,3171.0,504.0,3.0833,<1H OCEAN
15960,-117.99,33.9,30.0,1677.0,372.0,1021.0,332.0,3.5859,<1H OCEAN
1770,-118.32,34.02,50.0,1655.0,256.0,672.0,260.0,4.2554,<1H OCEAN
20145,-122.21,37.82,52.0,2375.0,333.0,813.0,350.0,7.0549,NEAR BAY
19523,-117.08,32.69,36.0,1571.0,284.0,1001.0,268.0,3.6875,NEAR OCEAN
19298,-118.43,34.14,44.0,1693.0,239.0,498.0,216.0,10.9237,<1H OCEAN
17147,-117.59,33.93,17.0,338.0,47.0,200.0,46.0,7.8118,INLAND
5356,-122.35,37.96,29.0,1899.0,524.0,1357.0,443.0,1.875,NEAR BAY
17862,-121.9,37.4,16.0,2998.0,603.0,1606.0,615.0,3.7622,<1H OCEAN
13530,-119.01,34.23,11.0,5785.0,1035.0,2760.0,985.0,4.693,<1H OCEAN
19003,-118.14,33.79,44.0,2388.0,619.0,1461.0,592.0,3.1711,NEAR OCEAN
20474,-118.31,33.98,52.0,1975.0,379.0,1043.0,371.0,2.3977,<1H OCEAN
14507,-118.14,34.01,46.0,1746.0,447.0,1296.0,392.0,2.3929,<1H OCEAN
17676,-117.2,32.83,35.0,1377.0,350.0,792.0,313.0,2.8472,NEAR OCEAN
18367,-117.86,33.63,17.0,3095.0,551.0,1175.0,534.0,5.3099,<1H OCEAN
12111,-118.4,34.15,41.0,2394.0,500.0,837.0,417.0,4.3889,<1H OCEAN
15622,-119.85,36.74,35.0,1191.0,190.0,537.0,182.0,3.5375,INLAND
4578,-121.34,37.96,23.0,2830.0,659.0,1554.0,654.0,3.0354,INLAND
16090,-118.45,34.2,18.0,2729.0,800.0,2099.0,742.0,2.5842,<1H OCEAN
2708,-117.22,33.21,19.0,4400.0,828.0,1901.0,735.0,3.6375,<1H OCEAN
3711,-122.08,37.9,29.0,4133.0,770.0,1691.0,744.0,5.1097,NEAR BAY
372,-120.24,38.01,11.0,1214.0,228.0,633.0,199.0,3.125,INLAND
5860,-122.46,37.78,52.0,4140.0,984.0,2030.0,892.0,3.4236,NEAR BAY
984,-121.91,37.69,18.0,2876.0,423.0,1395.0,427.0,6.3132,<1H OCEAN
1905,-118.47,35.64,17.0,2248.0,535.0,927.0,427.0,1.3023,INLAND
6601,-121.22,38.92,19.0,2531.0,461.0,1206.0,429.0,4.4958,INLAND
20627,-121.32,39.13,5.0,358.0,65.0,169.0,59.0,3.0,INLAND
11583,-122.48,37.76,50.0,2236.0,484.0,1171.0,467.0,4.0977,NEAR BAY
1517,-118.1,34.71,16.0,3914.0,819.0,1524.0,795.0,2.415,INLAND
9956,-118.25,34.08,44.0,1425.0,438.0,1121.0,374.0,2.1108,<1H OCEAN
7732,-117.58,34.02,4.0,5998.0,1092.0,3182.0,1042.0,5.2692,INLAND
2651,-119.21,34.26,31.0,224.0,88.0,326.0,88.0,2.375,NEAR OCEAN
6375,-117.58,33.87,34.0,1511.0,272.0,773.0,265.0,3.5313,INLAND
7422,-115.49,32.67,24.0,1266.0,275.0,1083.0,298.0,1.4828,INLAND
9706,-117.26,34.16,31.0,3538.0,658.0,1715.0,663.0,3.7125,INLAND
1434,-117.76,34.07,48.0,1157.0,247.0,677.0,218.0,2.8594,INLAND
12769,-122.43,37.73,52.0,1494.0,306.0,1463.0,360.0,3.1786,NEAR BAY
16793,-117.48,34.01,23.0,2000.0,376.0,1361.0,388.0,4.369,INLAND
2205,-117.88,33.84,25.0,1781.0,349.0,918.0,378.0,3.9286,<1H OCEAN
12981,-118.38,33.87,17.0,2791.0,579.0,1467.0,583.0,5.7415,<1H OCEAN
4468,-118.27,34.0,48.0,1869.0,461.0,1834.0,441.0,1.7052,<1H OCEAN
11629,-118.11,33.83,36.0,1726.0,287.0,820.0,288.0,5.5767,<1H OCEAN
334,-122.47,37.76,52.0,2465.0,489.0,1170.0,498.0,4.0793,NEAR BAY
8442,-117.96,33.8,35.0,1493.0,267.0,811.0,272.0,5.244,<1H OCEAN
12971,-121.91,36.55,39.0,5468.0,834.0,1782.0,712.0,5.7248,NEAR OCEAN
17758,-121.32,36.43,22.0,2927.0,637.0,2546.0,618.0,2.7153,<1H OCEAN
15794,-118.34,33.99,48.0,2225.0,433.0,1170.0,401.0,2.9643,<1H OCEAN
7932,-122.24,37.77,43.0,955.0,284.0,585.0,266.0,2.3882,NEAR BAY
2000,-117.35,34.09,14.0,5983.0,1224.0,3255.0,1150.0,2.5902,INLAND
16253,-117.03,33.18,17.0,5391.0,886.0,2732.0,830.0,5.1771,<1H OCEAN
18737,-121.92,37.33,52.0,2125.0,382.0,930.0,387.0,5.2831,<1H OCEAN
5517,-117.26,34.13,39.0,3521.0,747.0,2256.0,721.0,2.1375,INLAND
10492,-117.36,33.97,32.0,1625.0,335.0,1212.0,327.0,2.7596,INLAND
9732,-119.51,34.46,28.0,3506.0,563.0,1362.0,483.0,6.091,<1H OCEAN
9526,-118.02,33.83,16.0,1139.0,328.0,665.0,290.0,3.2933,<1H OCEAN
4206,-118.08,33.86,29.0,3260.0,783.0,1969.0,737.0,3.5268,<1H OCEAN
14069,-120.08,37.06,18.0,402.0,76.0,213.0,71.0,1.9063,INLAND
1235,-118.44,34.04,16.0,18.0,6.0,3.0,4.0,0.536,<1H OCEAN
10895,-122.0,37.86,18.0,8953.0,1074.0,3011.0,993.0,10.7372,<1H OCEAN
1487,-117.9,34.01,27.0,1702.0,381.0,2091.0,352.0,3.7917,<1H OCEAN
3719,-119.01,35.4,11.0,8739.0,2190.0,4781.0,1919.0,1.7109,INLAND
2531,-122.3,37.51,35.0,2789.0,445.0,1156.0,404.0,5.4322,NEAR OCEAN
7907,-118.54,34.22,34.0,2193.0,513.0,1299.0,497.0,3.6187,<1H OCEAN
397,-117.18,32.82,25.0,1756.0,301.0,722.0,312.0,4.5625,NEAR OCEAN
5466,-117.9,33.65,30.0,2196.0,486.0,1131.0,460.0,4.4135,<1H OCEAN
2330,-118.3,34.06,23.0,2512.0,1203.0,3720.0,1118.0,1.7896,<1H OCEAN
2153,-119.53,36.55,34.0,2065.0,343.0,1041.0,313.0,3.2917,INLAND
10321,-118.29,33.95,31.0,2839.0,792.0,2390.0,729.0,2.0,<1H OCEAN
19412,-118.19,33.82,19.0,2953.0,895.0,1914.0,855.0,3.5521,NEAR OCEAN
14293,-117.83,33.75,34.0,2660.0,601.0,1475.0,567.0,3.4152,<1H OCEAN
16088,-120.97,37.66,19.0,1974.0,393.0,799.0,377.0,3.1286,INLAND
17809,-121.97,37.57,21.0,4342.0,783.0,2172.0,789.0,4.6146,<1H OCEAN
18693,-118.34,34.01,35.0,1359.0,359.0,655.0,341.0,2.5568,<1H OCEAN
1236,-118.24,33.94,37.0,869.0,241.0,1040.0,233.0,2.0,<1H OCEAN
1147,-117.85,34.14,35.0,1582.0,248.0,654.0,221.0,4.9091,INLAND
4182,-121.91,37.68,20.0,1804.0,254.0,831.0,260.0,6.177,<1H OCEAN
8150,-122.44,38.03,13.0,4284.0,1042.0,2146.0,937.0,4.1289,NEAR BAY
16193,-121.85,37.24,17.0,6425.0,1268.0,3934.0,1238.0,5.1228,<1H OCEAN
3748,-119.18,34.19,36.0,4519.0,1081.0,4818.0,1061.0,2.8561,NEAR OCEAN
18238,-118.14,34.69,35.0,2118.0,374.0,1108.0,360.0,3.4327,INLAND
19947,-118.19,33.98,33.0,151.0,83.0,380.0,83.0,1.4224,<1H OCEAN
1127,-121.75,36.92,46.0,1362.0,321.0,1068.0,305.0,2.4615,<1H OCEAN
1493,-122.23,37.79,40.0,930.0,199.0,564.0,184.0,1.3281,NEAR BAY
9784,-119.43,36.55,27.0,1621.0,323.0,882.0,324.0,2.75,INLAND
11813,-115.37,32.81,32.0,741.0,191.0,623.0,169.0,1.7604,INLAND
17476,-122.41,37.71,49.0,1852.0,429.0,1615.0,447.0,3.495,NEAR BAY
3833,-119.27,36.32,9.0,3631.0,635.0,1881.0,628.0,4.7723,INLAND
16031,-118.33,34.04,48.0,2437.0,443.0,1400.0,426.0,2.628,<1H OCEAN
5983,-117.9,34.09,34.0,1562.0,272.0,825.0,266.0,4.125,<1H OCEAN
689,-121.99,36.98,25.0,2113.0,422.0,1365.0,439.0,4.6484,NEAR OCEAN
2772,-122.19,37.79,50.0,968.0,195.0,462.0,184.0,2.9844,NEAR BAY
20577,-121.94,38.89,15.0,1462.0,314.0,774.0,271.0,2.5478,INLAND
14399,-119.7,34.47,32.0,3725.0,569.0,1304.0,527.0,7.7261,<1H OCEAN
823,-117.13,32.7,35.0,1179.0,344.0,1372.0,330.0,1.9509,NEAR OCEAN
7845,-122.03,37.96,20.0,2636.0,691.0,1142.0,627.0,2.1083,NEAR BAY
8201,-118.17,33.87,40.0,2462.0,587.0,1821.0,536.0,3.5646,<1H OCEAN
19604,-118.1,33.9,37.0,1061.0,202.0,768.0,206.0,4.75,<1H OCEAN
16480,-117.14,34.05,5.0,2634.0,359.0,1173.0,372.0,6.746,INLAND
8474,-124.19,40.73,21.0,5694.0,1056.0,2907.0,972.0,3.5363,NEAR OCEAN
1077,-118.31,36.94,35.0,2563.0,530.0,861.0,371.0,2.325,INLAND
5584,-118.43,34.03,39.0,1733.0,429.0,855.0,387.0,3.2308,<1H OCEAN
17923,-117.32,34.13,41.0,1837.0,409.0,1430.0,344.0,2.4524,INLAND
18315,-118.12,33.99,26.0,2296.0,534.0,1777.0,507.0,2.5395,<1H OCEAN
989,-117.1,32.75,11.0,2393.0,726.0,1905.0,711.0,1.3448,NEAR OCEAN
5100,-117.87,33.84,23.0,1678.0,369.0,912.0,347.0,4.5,<1H OCEAN
5237,-118.17,33.86,10.0,1664.0,508.0,1369.0,493.0,2.9886,<1H OCEAN
16437,-122.3,38.3,44.0,3690.0,809.0,1922.0,736.0,2.6346,NEAR BAY
8446,-121.25,37.95,46.0,2001.0,428.0,1384.0,401.0,1.9402,INLAND
14835,-118.21,33.95,38.0,1889.0,565.0,2087.0,559.0,1.7778,<1H OCEAN
12688,-117.96,33.82,19.0,1199.0,251.0,730.0,276.0,3.6422,<1H OCEAN
16236,-118.26,34.15,14.0,2981.0,894.0,1941.0,863.0,3.0,<1H OCEAN
6634,-121.96,37.35,32.0,1484.0,274.0,673.0,272.0,5.2019,<1H OCEAN
11939,-118.28,34.02,29.0,515.0,229.0,2690.0,217.0,0.4999,<1H OCEAN
8652,-120.6,37.34,34.0,1830.0,431.0,1304.0,415.0,2.1182,INLAND
355,-115.56,32.79,20.0,2372.0,835.0,2283.0,767.0,1.1707,INLAND
