"","age","balance","campaign","contact","day","default","duration","education","housing","job","loan","marital","month","pdays","poutcome","previous","y"
"21008",30,2782,2,"cellular",14,"no",205,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21009",57,663,2,"cellular",14,"no",107,"secondary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21012",39,99,2,"cellular",14,"no",170,"tertiary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21015",30,1165,2,"cellular",14,"no",80,"tertiary","yes","management","yes","married","aug",-1,"unknown",0,"no"
"21017",47,3681,2,"cellular",14,"no",101,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21018",57,2625,2,"cellular",14,"no",465,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21019",32,1038,4,"cellular",14,"no",128,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21020",40,539,2,"cellular",14,"no",121,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21023",39,668,2,"cellular",14,"no",297,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21024",33,0,2,"cellular",14,"no",93,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21025",58,188,2,"cellular",14,"no",141,"secondary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21026",60,2858,2,"cellular",14,"no",155,"secondary","no","services","no","married","aug",-1,"unknown",0,"no"
"21027",35,0,4,"cellular",14,"no",370,"tertiary","no","management","yes","single","aug",-1,"unknown",0,"no"
"21030",34,416,4,"cellular",14,"no",1217,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21032",30,719,2,"cellular",14,"no",38,"tertiary","no","services","yes","single","aug",-1,"unknown",0,"no"
"21033",50,961,4,"cellular",14,"no",757,"secondary","no","services","yes","married","aug",-1,"unknown",0,"no"
"21035",32,972,4,"cellular",14,"no",297,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21038",49,322,2,"cellular",14,"no",356,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21039",41,388,2,"cellular",14,"no",605,"secondary","no","blue-collar","no","divorced","aug",-1,"unknown",0,"no"
"21040",52,51,2,"cellular",14,"no",935,"unknown","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21041",42,171,2,"cellular",14,"no",143,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21042",35,495,4,"cellular",14,"no",414,"secondary","no","housemaid","no","married","aug",-1,"unknown",0,"no"
"21044",31,2227,2,"cellular",14,"no",95,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21046",36,3579,2,"cellular",14,"no",308,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21049",31,10112,4,"cellular",14,"no",90,"tertiary","yes","management","no","single","aug",-1,"unknown",0,"no"
"21050",56,811,19,"cellular",14,"no",148,"tertiary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21051",43,696,8,"cellular",14,"no",110,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21052",30,1299,2,"cellular",14,"no",515,"secondary","no","management","no","single","aug",-1,"unknown",0,"no"
"21053",30,4022,2,"cellular",14,"no",214,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21055",47,-9,2,"cellular",14,"no",457,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21056",31,3322,2,"cellular",14,"no",421,"secondary","yes","technician","no","married","aug",-1,"unknown",0,"no"
"21057",54,345,6,"cellular",14,"no",183,"tertiary","no","entrepreneur","no","married","aug",-1,"unknown",0,"no"
"21059",30,135,2,"cellular",14,"no",112,"secondary","no","management","no","single","aug",-1,"unknown",0,"no"
"21060",33,3264,4,"cellular",14,"no",423,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21063",54,3222,2,"cellular",14,"no",67,"tertiary","no","management","no","divorced","aug",-1,"unknown",0,"no"
"21064",55,4263,2,"cellular",14,"no",93,"secondary","no","services","no","married","aug",-1,"unknown",0,"no"
"21066",45,0,2,"cellular",14,"no",113,"secondary","no","admin.","no","married","aug",-1,"unknown",0,"no"
"21067",30,4561,2,"cellular",14,"no",103,"tertiary","yes","technician","no","single","aug",-1,"unknown",0,"no"
"21068",47,673,6,"cellular",14,"no",106,"primary","no","blue-collar","yes","married","aug",-1,"unknown",0,"no"
"21073",52,1949,2,"cellular",14,"no",108,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21075",51,276,2,"cellular",14,"no",80,"secondary","no","services","no","married","aug",-1,"unknown",0,"no"
"21076",59,1021,2,"cellular",14,"no",89,"secondary","no","management","no","married","aug",-1,"unknown",0,"no"
"21077",30,3905,2,"cellular",14,"no",112,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21078",31,2916,2,"cellular",14,"no",174,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21079",38,2813,2,"cellular",14,"no",146,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21083",45,586,2,"cellular",14,"no",168,"unknown","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21085",57,1315,2,"cellular",14,"no",260,"secondary","no","services","no","married","aug",-1,"unknown",0,"no"
"21086",51,4455,4,"telephone",14,"no",85,"tertiary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21089",34,6529,2,"cellular",14,"no",505,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"yes"
"21091",30,-305,6,"cellular",14,"yes",108,"secondary","no","technician","yes","single","aug",-1,"unknown",0,"no"
"21092",46,1516,4,"cellular",14,"no",133,"secondary","no","services","no","married","aug",-1,"unknown",0,"no"
"21095",50,697,4,"cellular",14,"no",118,"secondary","no","admin.","no","married","aug",-1,"unknown",0,"no"
"21098",57,372,4,"cellular",14,"no",280,"secondary","no","technician","no","divorced","aug",-1,"unknown",0,"no"
"21099",56,1119,2,"cellular",14,"no",265,"secondary","yes","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21100",58,3,2,"cellular",14,"no",158,"primary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21101",35,663,2,"cellular",14,"no",215,"secondary","no","technician","yes","single","aug",-1,"unknown",0,"no"
"21102",33,637,2,"cellular",14,"no",206,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21103",32,1512,4,"cellular",14,"no",133,"tertiary","no","management","yes","single","aug",-1,"unknown",0,"no"
"21104",43,4016,2,"cellular",14,"no",159,"tertiary","yes","management","no","married","aug",-1,"unknown",0,"no"
"21108",38,-498,6,"cellular",14,"no",85,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21109",40,282,4,"cellular",14,"no",70,"secondary","yes","technician","no","single","aug",-1,"unknown",0,"no"
"21111",43,2616,5,"cellular",14,"no",301,"tertiary","yes","management","no","married","aug",-1,"unknown",0,"no"
"21113",33,3255,4,"telephone",14,"no",214,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21114",43,423,2,"cellular",14,"no",3322,"tertiary","no","self-employed","no","married","aug",-1,"unknown",0,"no"
"21116",60,759,2,"cellular",14,"no",136,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21118",30,289,4,"cellular",14,"no",1184,"secondary","yes","technician","no","married","aug",-1,"unknown",0,"yes"
"21119",48,141,8,"cellular",14,"no",208,"secondary","no","management","no","married","aug",-1,"unknown",0,"no"
"21123",30,0,2,"cellular",14,"no",95,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21124",42,626,2,"cellular",14,"no",201,"tertiary","yes","entrepreneur","no","divorced","aug",-1,"unknown",0,"no"
"21126",32,20,2,"cellular",14,"no",1151,"tertiary","no","management","no","single","aug",-1,"unknown",0,"yes"
"21127",49,0,4,"cellular",14,"no",189,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21130",33,852,8,"cellular",14,"no",388,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21131",51,311,2,"telephone",14,"no",122,"tertiary","no","management","no","divorced","aug",-1,"unknown",0,"no"
"21132",34,401,4,"cellular",14,"no",448,"tertiary","no","housemaid","no","married","aug",-1,"unknown",0,"no"
"21134",32,6284,8,"cellular",14,"no",167,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21135",46,3262,8,"cellular",14,"no",77,"primary","no","self-employed","no","married","aug",-1,"unknown",0,"no"
"21137",57,6610,2,"cellular",14,"no",449,"secondary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21140",32,-1,6,"cellular",14,"no",153,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21144",33,8,4,"cellular",14,"no",425,"secondary","yes","housemaid","no","married","aug",-1,"unknown",0,"no"
"21146",47,-150,4,"cellular",14,"no",52,"secondary","no","services","no","married","aug",-1,"unknown",0,"no"
"21148",44,0,2,"cellular",14,"no",41,"tertiary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21149",49,301,2,"cellular",14,"no",789,"unknown","no","unknown","no","married","aug",-1,"unknown",0,"no"
"21151",31,31868,6,"telephone",14,"no",34,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21152",30,114,4,"cellular",14,"no",65,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21153",47,310,6,"telephone",14,"no",128,"secondary","yes","admin.","yes","married","aug",-1,"unknown",0,"no"
"21154",32,1559,7,"cellular",14,"no",144,"tertiary","yes","technician","yes","married","aug",-1,"unknown",0,"no"
"21155",44,347,2,"cellular",14,"no",63,"tertiary","yes","management","yes","divorced","aug",-1,"unknown",0,"no"
"21156",57,4597,4,"cellular",14,"no",170,"secondary","yes","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21157",51,25856,2,"cellular",14,"no",129,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21158",42,0,4,"cellular",14,"no",277,"secondary","no","self-employed","no","married","aug",-1,"unknown",0,"no"
"21162",39,2985,2,"cellular",14,"no",91,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21163",37,588,4,"cellular",14,"no",65,"secondary","yes","technician","no","married","aug",-1,"unknown",0,"no"
"21166",30,188,2,"cellular",14,"no",49,"secondary","no","services","no","single","aug",-1,"unknown",0,"no"
"21169",59,385,2,"telephone",14,"no",365,"secondary","no","retired","yes","married","aug",-1,"unknown",0,"no"
"21171",35,-547,2,"cellular",14,"no",101,"tertiary","yes","management","no","married","aug",-1,"unknown",0,"no"
"21172",51,71,2,"cellular",14,"no",178,"tertiary","yes","management","no","divorced","aug",-1,"unknown",0,"no"
"21173",36,465,1,"cellular",14,"no",85,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21175",45,567,3,"telephone",14,"no",234,"secondary","yes","services","no","married","aug",-1,"unknown",0,"no"
"21176",33,4728,3,"cellular",14,"no",110,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21178",34,1262,1,"cellular",14,"no",478,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21182",34,883,3,"cellular",14,"no",163,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21183",30,710,8,"cellular",14,"no",306,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21184",48,125,7,"cellular",14,"no",89,"secondary","no","services","no","married","aug",-1,"unknown",0,"no"
"21188",58,-397,1,"cellular",14,"yes",386,"secondary","no","retired","yes","divorced","aug",-1,"unknown",0,"no"
"21189",42,327,1,"cellular",14,"no",110,"secondary","no","housemaid","no","married","aug",-1,"unknown",0,"no"
"21191",57,1969,3,"cellular",14,"no",286,"primary","no","housemaid","no","married","aug",-1,"unknown",0,"no"
"21193",52,66653,3,"cellular",14,"no",109,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21195",60,97,4,"cellular",14,"no",210,"primary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21196",45,2307,3,"cellular",14,"no",126,"tertiary","no","management","no","divorced","aug",-1,"unknown",0,"no"
"21198",32,1473,7,"cellular",14,"no",253,"secondary","no","management","no","single","aug",-1,"unknown",0,"no"
"21199",32,303,3,"cellular",14,"no",390,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21201",51,7197,5,"cellular",14,"no",45,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21203",34,454,3,"cellular",14,"no",76,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21205",31,401,3,"cellular",14,"no",96,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21207",46,3,4,"cellular",18,"no",92,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21208",46,456,6,"cellular",18,"no",618,"secondary","no","blue-collar","yes","married","aug",-1,"unknown",0,"yes"
"21209",35,51,5,"cellular",18,"no",90,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21210",45,0,4,"cellular",18,"no",773,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"yes"
"21211",49,687,6,"cellular",18,"no",65,"secondary","no","entrepreneur","no","married","aug",-1,"unknown",0,"no"
"21212",48,112,5,"cellular",18,"no",139,"secondary","no","admin.","no","married","aug",-1,"unknown",0,"no"
"21214",45,240,7,"cellular",18,"no",181,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21223",34,724,7,"cellular",18,"no",92,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21226",32,0,4,"cellular",18,"no",594,"secondary","no","technician","no","single","aug",-1,"unknown",0,"yes"
"21227",55,3485,4,"cellular",18,"no",625,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"yes"
"21228",35,-1041,4,"cellular",18,"no",105,"secondary","yes","technician","yes","married","aug",-1,"unknown",0,"no"
"21231",60,5421,4,"cellular",18,"no",458,"unknown","no","housemaid","no","married","aug",-1,"unknown",0,"no"
"21232",54,10,4,"cellular",18,"no",195,"secondary","yes","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21233",60,7,5,"cellular",18,"no",87,"secondary","no","retired","yes","married","aug",-1,"unknown",0,"no"
"21234",59,574,6,"cellular",18,"no",197,"primary","no","retired","no","married","aug",-1,"unknown",0,"no"
"21235",59,0,4,"cellular",18,"no",203,"secondary","no","self-employed","no","married","aug",-1,"unknown",0,"no"
"21236",52,1271,3,"cellular",18,"no",131,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21237",48,4,4,"cellular",18,"no",68,"secondary","no","housemaid","no","married","aug",-1,"unknown",0,"no"
"21238",58,519,4,"cellular",18,"no",251,"secondary","no","housemaid","no","married","aug",-1,"unknown",0,"no"
"21239",52,6429,4,"telephone",18,"no",138,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21240",40,193,6,"cellular",18,"no",105,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21241",36,7296,6,"cellular",18,"no",108,"tertiary","yes","housemaid","no","divorced","aug",-1,"unknown",0,"no"
"21242",45,419,4,"cellular",18,"no",113,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21244",35,750,12,"cellular",18,"no",233,"tertiary","yes","management","no","married","aug",-1,"unknown",0,"no"
"21248",49,154,15,"cellular",18,"no",26,"primary","yes","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21249",55,2678,12,"cellular",18,"no",151,"secondary","no","self-employed","yes","married","aug",-1,"unknown",0,"no"
"21251",45,907,8,"cellular",18,"no",230,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21254",58,37,11,"cellular",18,"no",84,"secondary","no","management","no","married","aug",-1,"unknown",0,"no"
"21255",60,3122,12,"telephone",18,"no",51,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21257",48,434,6,"cellular",18,"no",73,"unknown","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21258",46,1353,5,"cellular",18,"no",528,"secondary","no","technician","no","married","aug",-1,"unknown",0,"yes"
"21259",46,5,3,"cellular",18,"no",71,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21263",36,1406,4,"cellular",18,"no",266,"tertiary","yes","management","no","divorced","aug",-1,"unknown",0,"no"
"21265",50,569,4,"cellular",18,"no",452,"tertiary","no","management","yes","married","aug",-1,"unknown",0,"no"
"21266",45,185,14,"cellular",18,"no",34,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21270",36,110,4,"cellular",18,"no",80,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21271",39,1914,4,"cellular",18,"no",94,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21273",46,689,7,"cellular",18,"no",121,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21275",55,1901,4,"cellular",18,"no",143,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21279",49,1157,4,"cellular",18,"no",91,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21281",57,50,3,"cellular",18,"no",89,"primary","no","housemaid","no","married","aug",-1,"unknown",0,"no"
"21282",55,512,4,"cellular",18,"no",115,"secondary","no","admin.","no","married","aug",-1,"unknown",0,"no"
"21284",43,-173,7,"cellular",18,"no",119,"tertiary","no","management","yes","divorced","aug",-1,"unknown",0,"no"
"21286",33,3335,6,"cellular",18,"no",98,"tertiary","no","unemployed","no","married","aug",-1,"unknown",0,"no"
"21288",36,324,4,"cellular",18,"no",104,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21292",58,0,17,"cellular",18,"no",27,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21293",42,1225,3,"cellular",18,"no",104,"tertiary","no","self-employed","no","single","aug",-1,"unknown",0,"no"
"21294",55,987,4,"cellular",18,"no",63,"secondary","no","services","no","single","aug",-1,"unknown",0,"no"
"21295",36,6,3,"cellular",18,"no",166,"tertiary","yes","management","no","married","aug",-1,"unknown",0,"no"
"21299",47,1979,6,"cellular",18,"no",207,"tertiary","no","admin.","no","married","aug",-1,"unknown",0,"no"
"21300",35,1635,6,"cellular",18,"no",90,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21301",48,2227,12,"cellular",18,"no",98,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21302",31,927,4,"cellular",18,"no",100,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21304",32,-217,4,"cellular",18,"no",129,"tertiary","yes","management","yes","single","aug",-1,"unknown",0,"no"
"21305",30,1077,4,"cellular",18,"no",128,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21306",34,332,7,"cellular",18,"no",75,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21307",42,624,5,"cellular",18,"no",75,"tertiary","no","management","no","divorced","aug",-1,"unknown",0,"no"
"21309",55,211,3,"cellular",18,"no",111,"primary","no","housemaid","no","married","aug",-1,"unknown",0,"no"
"21310",51,2242,3,"cellular",18,"no",498,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21312",48,3324,4,"cellular",18,"no",203,"secondary","no","management","no","divorced","aug",-1,"unknown",0,"no"
"21314",48,288,3,"cellular",18,"no",585,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21315",45,4112,13,"cellular",18,"no",140,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21317",60,8121,7,"cellular",18,"no",98,"secondary","yes","retired","yes","married","aug",-1,"unknown",0,"no"
"21318",56,3206,3,"cellular",18,"no",129,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21321",54,473,6,"cellular",18,"no",134,"secondary","yes","technician","no","single","aug",-1,"unknown",0,"no"
"21322",34,0,6,"cellular",18,"no",431,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21323",51,219,2,"telephone",18,"no",63,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21324",49,1101,3,"cellular",18,"no",29,"unknown","no","admin.","no","married","aug",-1,"unknown",0,"no"
"21325",31,0,2,"cellular",18,"no",93,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21327",33,5641,2,"cellular",18,"no",168,"tertiary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21329",54,3797,2,"telephone",18,"no",253,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21330",42,1018,2,"cellular",18,"no",280,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21331",60,3,2,"cellular",18,"no",80,"tertiary","no","self-employed","no","married","aug",-1,"unknown",0,"no"
"21333",49,1798,2,"telephone",18,"no",209,"primary","yes","blue-collar","yes","married","aug",-1,"unknown",0,"no"
"21334",57,1404,7,"cellular",18,"no",119,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21337",48,199,2,"telephone",18,"no",29,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21338",33,389,2,"telephone",18,"no",79,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21344",31,350,2,"cellular",18,"no",471,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21347",43,41630,4,"cellular",18,"no",68,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21349",30,1541,8,"cellular",18,"no",471,"tertiary","no","management","no","single","aug",-1,"unknown",0,"yes"
"21350",58,796,7,"cellular",18,"no",102,"secondary","no","services","no","divorced","aug",-1,"unknown",0,"no"
"21353",33,79,6,"cellular",18,"no",170,"secondary","yes","technician","no","married","aug",-1,"unknown",0,"no"
"21356",47,236,4,"cellular",18,"no",263,"secondary","no","technician","no","divorced","aug",-1,"unknown",0,"no"
"21357",39,429,6,"cellular",18,"no",80,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21358",43,1253,3,"cellular",18,"no",52,"tertiary","no","management","yes","married","aug",-1,"unknown",0,"no"
"21359",54,392,8,"cellular",18,"no",254,"primary","no","services","no","married","aug",-1,"unknown",0,"no"
"21361",56,985,2,"cellular",18,"no",150,"secondary","no","admin.","yes","divorced","aug",-1,"unknown",0,"no"
"21363",50,9202,7,"cellular",18,"no",204,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21366",41,139,2,"cellular",18,"no",781,"tertiary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21370",32,2870,4,"cellular",18,"no",91,"secondary","no","technician","no","divorced","aug",-1,"unknown",0,"no"
"21371",61,0,13,"telephone",18,"no",280,"primary","yes","retired","yes","married","aug",-1,"unknown",0,"no"
"21372",52,3732,2,"telephone",18,"no",212,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21375",35,0,3,"cellular",18,"no",65,"primary","no","housemaid","no","married","aug",-1,"unknown",0,"no"
"21377",30,239,8,"cellular",18,"no",199,"secondary","yes","technician","no","married","aug",-1,"unknown",0,"no"
"21380",30,10639,2,"cellular",18,"no",75,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21381",31,41,2,"cellular",18,"no",392,"tertiary","yes","management","no","single","aug",-1,"unknown",0,"no"
"21383",52,1134,4,"cellular",18,"no",151,"tertiary","yes","management","no","married","aug",-1,"unknown",0,"no"
"21387",48,14148,2,"cellular",18,"no",85,"secondary","yes","technician","no","married","aug",-1,"unknown",0,"no"
"21389",45,376,2,"cellular",18,"no",86,"secondary","no","technician","yes","married","aug",-1,"unknown",0,"no"
"21390",49,1350,2,"cellular",18,"no",22,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21392",46,3115,2,"cellular",18,"no",134,"tertiary","no","management","no","married","aug",-1,"unknown",0,"no"
"21394",55,0,2,"cellular",18,"no",984,"primary","no","housemaid","no","married","aug",-1,"unknown",0,"no"
"21396",45,0,6,"cellular",18,"no",249,"secondary","no","self-employed","no","married","aug",-1,"unknown",0,"no"
"21398",31,11821,11,"cellular",18,"no",384,"tertiary","no","management","no","single","aug",-1,"unknown",0,"yes"
"21399",32,548,7,"cellular",18,"no",377,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21405",45,47,4,"cellular",18,"no",128,"primary","no","blue-collar","yes","married","aug",-1,"unknown",0,"no"
"21408",33,199,4,"cellular",18,"no",178,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21409",46,4414,7,"cellular",18,"no",504,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"yes"
"21410",30,19,15,"cellular",18,"no",16,"secondary","yes","technician","no","single","aug",-1,"unknown",0,"no"
"21415",60,1043,4,"cellular",18,"no",1364,"primary","no","housemaid","no","married","aug",-1,"unknown",0,"no"
"21416",61,985,6,"cellular",18,"no",998,"secondary","no","management","no","married","aug",-1,"unknown",0,"yes"
"21418",52,2977,5,"cellular",18,"no",286,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21419",56,324,5,"cellular",18,"no",213,"secondary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21420",50,-35,5,"cellular",18,"no",207,"secondary","yes","management","no","divorced","aug",-1,"unknown",0,"no"
"21421",38,1221,7,"cellular",18,"no",73,"secondary","yes","technician","yes","divorced","aug",-1,"unknown",0,"no"
"21424",35,771,5,"cellular",18,"no",221,"tertiary","yes","management","yes","divorced","aug",-1,"unknown",0,"no"
"21426",33,576,3,"cellular",18,"no",304,"tertiary","yes","self-employed","no","married","aug",-1,"unknown",0,"no"
"21427",30,0,3,"cellular",18,"no",124,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21430",36,2603,5,"cellular",18,"no",174,"secondary","yes","technician","no","single","aug",-1,"unknown",0,"no"
"21431",35,548,11,"cellular",18,"no",457,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21434",30,2832,6,"cellular",18,"no",350,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21437",33,173,5,"cellular",18,"no",26,"secondary","no","self-employed","no","married","aug",-1,"unknown",0,"no"
"21440",34,0,16,"cellular",18,"no",374,"secondary","yes","technician","yes","divorced","aug",-1,"unknown",0,"no"
"21441",33,12177,5,"cellular",18,"no",76,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21442",52,-644,3,"cellular",18,"no",119,"primary","no","services","no","divorced","aug",-1,"unknown",0,"no"
"21446",30,209,9,"cellular",18,"no",243,"secondary","no","management","no","single","aug",-1,"unknown",0,"no"
"21450",48,9207,3,"cellular",18,"no",445,"tertiary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21451",37,2074,2,"cellular",18,"no",244,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21453",45,256,7,"cellular",18,"no",119,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21454",31,3701,3,"cellular",18,"no",709,"secondary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21455",32,1966,3,"cellular",18,"no",176,"tertiary","no","management","no","single","aug",-1,"unknown",0,"no"
"21457",46,2653,4,"cellular",18,"no",314,"primary","no","blue-collar","no","married","aug",-1,"unknown",0,"no"
"21460",58,451,5,"cellular",18,"no",729,"secondary","no","admin.","no","married","aug",-1,"unknown",0,"no"
"21462",60,808,3,"cellular",18,"no",393,"primary","no","services","no","married","aug",-1,"unknown",0,"no"
"21463",35,150,5,"cellular",18,"no",242,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21465",54,3601,3,"telephone",18,"no",238,"secondary","no","services","no","married","aug",-1,"unknown",0,"no"
"21467",37,453,4,"cellular",18,"no",129,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21468",49,4772,3,"cellular",18,"no",157,"secondary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21469",39,1043,10,"cellular",18,"no",195,"tertiary","no","technician","no","single","aug",-1,"unknown",0,"no"
"21470",45,2359,7,"cellular",18,"no",199,"tertiary","no","technician","no","married","aug",-1,"unknown",0,"no"
"21471",31,979,10,"cellular",18,"no",298,"primary","no","housemaid","yes","married","aug",-1,"unknown",0,"no"
